Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU PLN UP3 PADANGSIDIMPUAN,"Jl. Raja Inal Siregar No.11A, Batunadua Jae, Kec. Padangsidimpuan Batunadua, Kota Padang Sidempuan, Sumatera Utara 22733",Buka 24 Jam,5.00,338.11 km,2/2 Konektor Tersedia,"('30 kW', '22 kW')","(1, 1)",2025-05-14 16:42:31
SPKLU PLN ULP BALIGE,"Jl. Dr. T.D. Pardede No.14, Kec. Balige, Toba, Sumatera Utara 22312",Buka 24 Jam,5.00,424.44 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-14 16:47:26
SPKLU PLN Kantor Jaga Kelapa Kampit,"Mayang, Kec. Klp. Kampit, Kabupaten Belitung Timur, Kepulauan Bangka Belitung",Buka 24 Jam,0.00,752.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:23:39
SPKLU HOTEL BUNDA BUKITTINGGI,"Jl. Ahmad Karim No.17, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.75,150.72 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-14 16:28:20
SPKLU PLN KTR WALI KOTA PADANG PANJANG,"Silaing Bawah, Kota Padang Panjang, Sumatera Barat",Buka 24 Jam,4.80,147.78 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 16:27:28
SPKLU PLN ULP SICINCIN,"Jl. Raya Padang - Bukittinggi Utara PLN No.km.46, Sicincin, Kec. Enam Lingkung, Kabupaten Padang Pariaman, Sumatera Barat",Buka 24 Jam,5.00,160.98 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:30:39
SPKLU PLN ULP BATURAJA,"Jl. Jend. Ahmad Yani, Baturaja Lama, Kec. Baturaja Timur, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32121",Buka 24 Jam,0.00,492.04 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:57:06
SPKLU KANTOR BUPATI PASAMAN,"Jl. Jend. Sudirman, Pauah, Kec. Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat 26318",Buka 24 Jam,0.00,183.43 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:33:53
SPKLU PLN ULP LABUHAN,"Jl. KL. Yos Sudarso, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242",Buka 24 Jam,5.00,565.12 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:10:01
SPKLU Eco Business Park,Jl. Imam Bonjol No. 8 Bojong Jaya Kec. Karawaci Kota Tangerang,Buka 24 Jam,4.83,840.00 km,3/3 Konektor Tersedia,"('22 kW', '7 kW', '7 kW')","(1, 1, 1)",2025-05-14 17:48:39
SPKLU PLN UP3 Cengkareng Pondok Randu,"Jl Pondok Randu No.10, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",Buka 24 Jam,3.60,844.90 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 17:56:58
SPKLU PLN UP3 DUMAI,"Jl. Jend. Sudirman No.185b, Bintan, Kota Dumai, Riau",Buka 24 Jam,4.85,233.04 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 16:37:25
SPKLU CENTRE POINT PIK 2,"Kawasan Centre Point Pantai Indak Kapuk 2, Kec. Kosambi Kab. Tangerang",Buka 24 Jam,3.71,832.63 km,1/2 Konektor Tersedia,"('A CCS2', 'B CCS2')","(0, 0)",2025-05-14 17:40:37
SPKLU Hotel Narita Tangerang,"Jl. KH. Hasyim Ashari No.63-65, Cipondoh, Kec. Karang Tengah, Kota Tangerang, Banten 15157",Buka 24 Jam,4.86,842.85 km,3/3 Konektor Tersedia,"('7 kW', '7 kW', '22 kW')","(1, 1, 1)",2025-05-14 17:53:35
SPKLU MASJID H. ALIUS,"Koto Gaek Guguak, Kec. Gn. Talang, Kabupaten Solok, Sumatera Barat 27365",Buka 24 Jam,5.00,136.07 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:26:25
SPKLU LAMPUNG CITY MALL,"Jl. Yos Sudarso No.80, Bumi Waras, Kec. Bumi Waras, Kota Bandar Lampung",Buka 24 Jam,4.82,682.12 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-14 17:17:47
SPKLU KFC JALAN PANJANG,"Jl. Panjang Arteri Klp. Dua Raya, Kebun Jeruk, Jakarta Barat",Buka 24 Jam,4.52,850.66 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 18:14:29
SPKLU Rest Area KM 172-B Tulang Bawang Barat,"Rest Area KM 172-B Tulang Bawang Barat, Lampung",Buka 24 Jam,4.44,602.02 km,4/4 Konektor Tersedia,"('22 kW', '50 kW', '50 kW', '22 kW')","(1, 1, 1, 1)",2025-05-14 17:12:02
SPKLU PLN UPK Bangka Belitung,Jl. Lintas Timur Desa Air Anyir Kec. Merawang Kabupaten Bangka Prov. Kep. Bangka Belitung,Buka 24 Jam,5.00,526.22 km,1/1 Konektor Tersedia,"('25 kW',)","(1,)",2025-05-14 17:00:39
SPKLU PLN ULP ARGAMAKMUR,"Jl. Jendral Sudirman, Kota  Argamakmur,  Kab.Bengkulu Utara, Prov. Bengkulu",Buka 24 Jam,1.00,337.87 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:42:17
SPKLU PLN UP3 SIBOLGA,"Jl. Dr. Ferdinand Lumban Tobing No.20, Huta Tonga Tonga, Kec. Sibolga Utara, Kota Sibolga, Sumatera Utara 22512",Buka 24 Jam,5.00,405.21 km,2/2 Konektor Tersedia,"('22 kW', '30 kW')","(1, 1)",2025-05-14 16:46:15
SPKLU PLN UP3 SINGKAWANG,"Jl. Alianyang No.71, Singkawang, Kalimantan Barat 79111",Buka 24 Jam,4.86,821.80 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-14 17:34:02
SPKLU PLN UID Banten,"Jl Jendral Sudirman No.1, Babakan, Sukasari, Tangerang, Banten",Buka 24 Jam,4.71,840.00 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 17:48:20
SPKLU PLN ULP KOTA PINANG,"Jl. Lintas Sumatra, Kota Pinang, Kec. Kota Pinang, Kab. Labuhanbatu Selatan, Sumatera Utara 21464",Buka 24 Jam,0.00,313.85 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:41:50
SPKLU PLN ULP SAROLANGUN,"Jl. Abdul Manaf No.60, Ps. Sarolangun, Kec. Sarolangun, Kabupaten Sarolangun, Jambi",Buka 24 Jam,5.00,236.14 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:37:36
SPKLU ULP MEDAN SUNGGAL,"Jl. Bunga Raya No.11, Asam Kumbang, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20128",Buka 24 Jam,4.29,560.08 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:09:06
SPKLU PLN ULP KOTA BARAT,"Jl. Dirgantara Timur No.59, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289",Buka 24 Jam,5.00,104.53 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:18:59
SPKLU PLN UP3 PEMATANGSIANTAR,"Jl. Kapten M.H. Sitorus No.1, Proklamasi, Kec. Siantar Bar., Kota Pematang Siantar, Sumatera Utara 21117",Buka 24 Jam,4.76,476.61 km,4/4 Konektor Tersedia,"('30 kW', '30 kW', '100 kW', '100 kW')","(1, 1, 1, 1)",2025-05-14 16:56:20
SPKLU PLN ULP AEK KANOPAN,"Aek Kanopan Tim., Kec. Kualuh Hulu, Kabupaten Labuhanbatu Utara, Sumatera Utara 21273",Buka 24 Jam,5.00,402.23 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:46:01
SPKLU WISMA PLN BUKITTINGGI,"Jl. Ahmad Karim No.16, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.88,150.69 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:28:10
SPKLU RS BUDI ASIH SERANG,"Jl. KH. Sochari No. 39, Sumurpecung, Kec. Serang, Kota Serang, Banten",Buka 24 Jam,4.25,801.06 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:29:21
SPKLU CBD Ciledug,"JL. HOS COKROAMINOTO KEL. KARANG TENGAH, KOTA TANGERANG",Buka 24 Jam,5.00,847.99 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 18:04:10
SPKLU REST AREA 43 MERAK,"Jalan Tol Tangerang Merak KM 43, Kec. Balaraja Kab. Tangerang",Buka 24 Jam,4.39,825.26 km,5/5 Konektor Tersedia,"('7 kW', '30 kW', '30 kW')","(1, 1, 1)",2025-05-14 17:35:38
SPKLU Rest Area KM 33 A Tol Bakauheni-Terbanggi Besar,"Rest Area KM 33 A Tol Bakauheni-Terbanggi Besar, Suka Tani, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551",Buka 24 Jam,4.40,720.73 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:22:09
SPKLU PLN ULP BENGKALIS,"Jl. Antara, Rimba Sekampung, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.00,214.38 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 16:36:08
SPKLU PLN ULP SIAK SRI INDRAPURA,"Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau",Buka 24 Jam,5.00,139.74 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 16:27:02
SPKLU PLN KP RAO,"Jl. Kp. Jawa, Taruang Taruang, Kec. Rao, Kabupaten Pasaman, Sumatera Barat 26353",Buka 24 Jam,5.00,218.11 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:36:33
SPKLU Griya Inti Sentosa,"Jl Griya Sentosa, Sunter Agung, Jkt Utara, Daerah Khusus Ibukota Jakarta",Buka 24 Jam,5.00,851.55 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 18:18:02
SPKLU Transmart Graha Raya,"Jl. Boulevard Graha Raya, Bintaro, Paku Jaya, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15324",Buka 24 Jam,4.73,847.14 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 18:01:43
SPKLU PLN ULP BIREUEN,"Jalan Medan - Banda Aceh Cot Gapu, Geulanggang Baro, Kec. Kota Juang, Kabupaten Bireuen, Aceh 24261",Buka 24 Jam,3.29,834.10 km,2/2 Konektor Tersedia,"('50 kW', '50 kW')","(1, 1)",2025-05-14 17:42:44
SPKLU Amuya Cafe Kemayoran,"Jl Angkasa 1, Gn. Sahari Sel., Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Buka 24 Jam,4.63,852.08 km,1/1 Konektor Tersedia,"('25 kW',)","(1,)",2025-05-14 18:20:11
SPKLU Pisa Grande Paramount Serpong,"Jl. Ir. Sukarno, Curug Sangereng, Kec. Kelapa Dua, Kabupaten Tangerang, Banten",Buka 24 Jam,4.15,845.46 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:58:31
SPKLU PLN ULP TARUTUNG,"Jl. Guru Mangaloksa No.113, Hutauruk, Kec. Tarutung, Kabupaten Tapanuli Utara, Sumatera Utara 22452",Buka 24 Jam,5.00,409.27 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:46:40
SPKLU PLN ULP MANNA,"JL. Fatmawati,Kampung Baru, Kec. Kota Manna, Kabupaten Bengkulu Selatan, Bengkulu",Buka 24 Jam,0.00,465.14 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:54:43
SPKLU TRANSMART PALEMBANG CITY CENTRE,"Jl. Radial, 26 Ilir, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan 30127",Buka 24 Jam,5.00,440.28 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:51:15
SPKLU PLN RS SITI RAHMAH,"Jl. By Pass No.KM.15, Aie Pacah, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,0.00,156.73 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 16:29:02
SPKLU PLN HOME SMART MEDAN,"Jl. Gatot Subroto No.102, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118",Buka 24 Jam,4.75,559.43 km,1/1 Konektor Tersedia,"('25 kW',)","(1,)",2025-05-14 17:08:51
SPKLU PLN ULP BATUSANGKAR,"Jl. Ps. Papan, Baringin, Kec. Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat 27212",Buka 24 Jam,5.00,125.06 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:25:00
SPKLU Cafe Monocsky,"Jl. Pramuka, Lembah Sari, Kota Pekanbaru, Riau",Buka 24 Jam,5.00,113.89 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:21:15
SPKLU PLN UP3 BINJAI,"Jl. Tengku Amir Hamzah No.37, Pahlawan, Kec. Binjai Utara, Kota Binjai, Sumatera Utara 20748",Buka 24 Jam,4.38,572.28 km,3/3 Konektor Tersedia,"('7 kW', '30 kW', '30 kW')","(1, 1, 1)",2025-05-14 17:10:47
SPKLU Rest Area KM 20 A Tol Bakauheni-Terbanggi Besar,"Rest Area KM 20 A Tol Bakauheni-Terbanggi Besar, Kuripan, Kec. Penengahan, Kabupaten Lampung Selatan, Lampung 35592",Buka 24 Jam,4.85,732.83 km,3/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:22:58
SPKLU Belmont Residence,"Srengseng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Buka 24 Jam,3.18,850.09 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 18:12:17
SPKLU KANTOR DINAS ESDM,"Jl. Angkatan 45 No.2440, Palembang, Sumatera Selatan",Buka 24 Jam,0.00,439.54 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 16:50:19
SPKLU POSKO YANTEK BELILAS,"Jln Lintas Sumatera, Pangkalan Kasai, Kabupaten Indragiri Hulu, Riau",Buka 24 Jam,5.00,78.84 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 16:16:17
SPKLU PLN ULP Tebing Tinggi,"Jl. Jend. Sudirman No.287, Badak Bejuang, Tebing Tinggi Kota, Sumatera Utara",Buka 24 Jam,4.70,503.34 km,5/5 Konektor Tersedia,"('22 kW', '25 kW', '25 kW', '50 kW', '50 kW')","(1, 1, 1, 1, 1)",2025-05-14 16:57:54
SPKLU TRANSMART PEKANBARU B,"Jl. Musyawarah No.11, Labuh Baru Tim., Kec. Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,4.00,107.32 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:19:41
SPKLU PLN ULP IDI,"JL. Medan - Banda Aceh, Gp. Tanoh Anou, Kab. Aceh Timur, Idi Rayeuk, Aceh, 24454",Buka 24 Jam,5.00,737.45 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:23:09
SPKLU PLN UIW Bangka Belitung,"Jalan Soekarno Hatta KM 5 Pangkalpinang, Kepulauan Bangka Belitung",Buka 24 Jam,4.97,527.34 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 17:01:31
SPKLU PLN ULP TOBOALI,"Jl. Puput No. 001 Toboali, Kabupaten Bangka Selatan, Kepulauan Bangka Belitung 33783",Buka 24 Jam,5.00,601.27 km,3/3 Konektor Tersedia,"('22 kW', '50 kW', '50 kW')","(1, 1, 1)",2025-05-14 17:11:42
SPKLU PLN ULP MUARA BELITI,"Desa Muara Beliti Baru, Muara Beliti, Kab.Musi Rawas  Sumsel  31661",Buka 24 Jam,0.00,343.96 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:43:52
SPKLU Paramount Maggiore Bussiness Loft,"Jl. Boulevard iL Lago, Cihuni, Kec. Pagedangan, Kabupaten Tangerang, Banten",Buka 24 Jam,2.00,846.99 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 18:01:28
SPKLU PLN ULP PERAWANG,"Jl. Moh. Ali, Perawang Bar., Kec. Tualang, Kabupaten Siak, Riau",Buka 24 Jam,0.00,121.23 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 16:22:43
SPKLU LIPPO MALL PARKIR P3 R/39,"Kembangan Sel., Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Buka 24 Jam,4.75,847.18 km,1/3 Konektor Tersedia,"('22 kW', '50 kW', '50 kW')","(0, 0, 1)",2025-05-14 18:02:03
SPKLU SPBU Cisauk,"Jl. Raya Cisauk Lapan No.3, Situ Gadung, Kec. Pagedangan, Kabupaten Tangerang, Banten 15338",Buka 24 Jam,4.52,851.45 km,1/2 Konektor Tersedia,"('25 kW', '22 kW')","(0, 1)",2025-05-14 18:17:03
SPKLU HOTEL NIAGARA PARAPAT,"Jl. Pembangunan No.1, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Buka 24 Jam,4.00,459.78 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:54:09
SPKLU PLN ULP PANGURURAN,"Jl. Kejaksan, Kabupaten Samosir, Sumatera Utara 22392",Buka 24 Jam,5.00,474.53 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-14 16:55:35
SPKLU PLN ULP KOTABARU,"‎‎Jl‎.  ‎Nuri Jelutung‎, ‎Kota Jambi‎, ‎36133‎",Buka 24 Jam,4.00,249.07 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:39:29
SPKLU RSU Bhakti Asih,"Jl. Raden Saleh Blok Lurah No.55C, RT.001/RW.004, Karang Tengah, Kec. Karang Tengah, Kota Tangerang, Banten 15157",Buka 24 Jam,4.30,847.65 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 18:03:02
SPKLU PLN ULP MARTAPURA,"Kota Baru , Martapura, kab. Ogan Komering Ulu Timur, Sumatra Selatan  32311",Buka 24 Jam,0.00,526.99 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:00:50
SPKLU PLN UP3 PEKANBARU,Jl. DR Setia Budhi No 57 Pekanbaru,Buka 24 Jam,4.81,109.82 km,1/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(0, 1, 0)",2025-05-14 16:20:49
SPKLU PLN ULP SINGKARAK,"Sumani, X Koto Singkarak, Solok Regency, West Sumatra 27356",Buka 24 Jam,5.00,128.80 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:26:10
SPKLU HVT Hotel Qubika Serpong,"Jalan Boulevard Raya Gading Serpong No.10, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15334",Buka 24 Jam,4.44,844.91 km,3/4 Konektor Tersedia,"('120 kW', '120 kW', '60 kW', '60 kW')","(1, 0, 1, 1)",2025-05-14 17:57:18
SPKLU HVT Rest Area KM 14B,"Jl. Tol Merak Jakarta KM 14, Kunciran Jaya, Kec. Pinang Kota Tangerang",Buka 24 Jam,4.54,845.04 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-14 17:57:48
SPKLU PLN PR Millennium City Parung Panjang,"Jl. Raya Dago No. 28 Kabasiran Kec. Parung Panjang, Kab. Bogor Jawa Barat",Buka 24 Jam,3.63,849.71 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 18:10:52
SPKLU PLN KANTOR JAGA BADAU,"Jl. Badau, Kec.Badau, Belitung",Buka 24 Jam,5.00,710.26 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:21:17
SPKLU PLN SENTRALAND MEDAN,"Jl. Nikel, Sukaramai II, Kec. Medan Area, Kota Medan, Sumatera Utara 20224",Buka 24 Jam,4.91,555.43 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 17:05:14
SPKLU Tsahang,"Jl. Merdeka No.184, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684",Buka 24 Jam,5.00,523.75 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:59:43
SPKLU PLN TRANSMART PADANG,"Jl. Khatib Sulaiman No.85, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25137",Buka 24 Jam,5.00,160.89 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 16:30:23
SPKLU MALL PELAYANAN PUBLIK JAMBI,"Jalan Paal Lima, Kota Baru, Kota Jambi",Buka 24 Jam,5.00,249.05 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 16:39:19
SPKLU PT Indomobil Trada Nasional,"Jl. Pantai Indah Selatan No.1, Penjaringan, Jakarta Utara, DKI Jakarta 14460",Buka 24 Jam,4.77,843.24 km,4/4 Konektor Tersedia,"('22 kW', '22 kW', '25 kW', '25 kW')","(1, 1, 1, 1)",2025-05-14 17:54:27
SPKLU PLN ULP PANDEGLANG,"Jl. Jenderal Ahmad Yani No.11, Curug Sawer, Kec. Pandeglang, Kabupaten Pandeglang, Banten 42211",Buka 24 Jam,5.00,812.92 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 17:32:36
SPKLU POLRESTA TANGERANG,"Jl. H. Abdul Hamid, Kadu Agung, Kec. Tigaraksa, Kabupaten Tangerang, Banten 15720",Buka 24 Jam,4.80,836.03 km,4/4 Konektor Tersedia,"('7 kW', '22 kW', '60 kW', '60 kW')","(1, 1, 1, 1)",2025-05-14 17:44:49
SPKLU PLN KP SEI PAKNING,"Jl. Sungai Selari, Kec. Bukit Batu, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.00,202.84 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 16:35:27
SPKLU Kampus IT PLN,"Menara PLN, Jl. Lkr. Luar Barat Lantai 2, RT.1/RW.1, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",Buka 24 Jam,4.25,844.74 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-14 17:56:21
