Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU SIDE WALK COFFEE,"Jl. Jendral Sudirman.279 Payolinyam, Kaning Bukik, Kota Payakumbuh, Sumatera Barat 26217",Buka 24 Jam,0.00,73.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:03:55
SPKLU MASJID H. ALIUS,"Koto Gaek Guguak, Kec. Gn. Talang, Kabupaten Solok, Sumatera Barat 27365",Buka 24 Jam,5.00,106.37 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:12:02
SPKLU KOLAM RENANG KELOK SIKABU,"Kelok Sikabu, Koto Tuo, Kec. Iv Koto, Kabupaten Agam, Sumatera Barat 26161",Buka 24 Jam,0.00,107.47 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:12:12
SPKLU PLN ULP BANGKINANG,"Jl. Langgini, Kec. Bangkinang, Kabupaten Kampar, Riau",Buka 24 Jam,5.00,75.21 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 19:04:56
SPKLU PLN UP3 SOLOK,"Jl. Prof Dr Hamka, Kota Solok, Sumatera Barat",Buka 24 Jam,4.85,92.48 km,3/3 Konektor Tersedia,"('22 kW', '25 kW', '25 kW')","(1, 1, 1)",2025-05-15 19:10:20
SPKLU Hotel Umega,"Jl. Trans Sumatera Km. 200, Gunung Medan, Muara Bungo - Solok, Kabupaten Dharmasraya, Sumatera Barat 27573",Buka 24 Jam,5.00,88.29 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:09:09
SPKLU KAMPUS UNAND 2 PYK,"Jl. Rangkayo Rasuna Said, Kubu Gadang, Kec. Payakumbuh Utara, Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,5.00,74.12 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:04:32
SPKLU PLN UP3 PAYAKUMBUH,"Jl. Raya Bukittinggi - Payakumbuh 48, Daya Bangun, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,4.69,75.31 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 19:05:12
SPKLU PLN ULP LINTAU,"Nagari Tigojangko, Jl. Sitangkai-Balaitangah No.Km.3, Kec. Lintau Buo Utara, Kabupaten Tanah Datar, Sumatera Barat",Buka 24 Jam,5.00,63.70 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:02:56
SPKLU SOLOK PREMIERE HOTEL SYARIAH,"Jl. Nasir Sutan Pamuncak, Ps. Pandan Air Mati, Kec. Tj. Harapan, Kota Solok, Sumatera Barat 27322",Buka 24 Jam,5.00,90.43 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:09:35
SPKLU HOTEL BUNDA BUKITTINGGI,"Jl. Ahmad Karim No.17, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.75,104.35 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-15 19:11:37
SPKLU UNAND,"Jl. Lingkar Universitas Andalas, Limau Manis, Kec. Pauh, Kota Padang, Sumatera Barat 25176",Buka 24 Jam,4.75,117.64 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 19:13:20
SPKLU Taman AeroSport,"Jl. Kaharuddin Nst No.169c, Perhentian Marpoyan, Kota Pekanbaru, Riau",Buka 24 Jam,0.00,84.44 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:07:46
SPKLU PLN ULP KOTA BARAT,"Jl. Dirgantara Timur No.59, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289",Buka 24 Jam,5.00,85.09 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:07:56
SPKLU PLN UP3 BANGKINANG,"Jl. Bangkinang-Payakumbuh, Merangin, Kabupaten Kampar, Riau",Buka 24 Jam,5.00,77.73 km,2/2 Konektor Tersedia,"('50 kW', '50 kW')","(1, 1)",2025-05-15 19:05:47
SPKLU PLN ULP SIJUNJUNG,"Muaro, Kecamaten Sijunjung, Kabupaten Sijunjung, Sumatera Barat 27513",Buka 24 Jam,5.00,58.11 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:02:40
SPKLU PLN ULP LIMA PULUH KOTA,"Koto Tuo, Kec. Harau, Kabupaten Lima Puluh Kota, Sumatera Barat 26271",Buka 24 Jam,0.00,73.24 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:03:30
SPKLU PLN ULP BATUSANGKAR,"Jl. Ps. Papan, Baringin, Kec. Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat 27212",Buka 24 Jam,5.00,81.46 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:06:13
SPKLU PLN RS SITI RAHMAH,"Jl. By Pass No.KM.15, Aie Pacah, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,0.00,121.62 km,3/3 Konektor Tersedia,(),(),2025-05-15 19:14:16
SPKLU Rest Area KM 36 B Bangkinang - Pekanbaru,"Jl. Tol Pekanbaru - Bangkinang KM 36 B, Muara Jalai, Kec. Bangkinang, Kabupaten Kampar, Riau 21184",Buka 24 Jam,1.00,81.76 km,0/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(0, 0, 0)",2025-05-15 19:06:22
SPKLU PLN ULP PANAM,Jl. HR Soebrantas No Km Rw 12 Simpang Baru.Kecamatan Tampan Kota Pekanbaru Riau,Buka 24 Jam,0.00,82.90 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:07:30
SPKLU PLN WARONG ESSY,"Sungai Rumbai Tim., Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,0.00,114.57 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:13:04
SPKLU PLN MK CAR WASH,"Jl. Lintas Utama Sumatera No.km 3, Sungai Rumbai, Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,5.00,112.57 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 19:12:54
SPKLU MASJID AL IHSAN PANGKALAN,"Pangkalan, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,3.67,76.13 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:05:21
SPKLU PLN ULP PANGKALAN KERINCI,"JL. Akasia, Pangkalan Kerinci Bar., Kec. Pangkalan Kerinci, Kabupaten Pelalawan, Riau",Buka 24 Jam,5.00,95.95 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:10:30
SPKLU PLN ULP SIMPANG TIGA,"Jl. Kartama, Perhentian Marpoyan, Kec. Marpoyan Damai, Kota Pekanbaru, Riau",Buka 24 Jam,4.93,81.78 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:06:38
SPKLU PONGEK OR,"Jl. Khatib Sulaiman, Limbukan, Kec. Payakumbuh Sel., Kota Payakumbuh, Sumatera Barat 26225",Buka 24 Jam,5.00,76.82 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:05:37
SPKLU PLN UID RIAU & KEPRI,"Labuh Baru Barat, Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,4.86,87.50 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 19:08:27
SPKLU PLN MESJID SYUHADA PALANGKI,"Simpang 4 palangki, Koto Baru, Kec. IV Nagari, Kabupaten Sijunjung, Sumatera Barat 27564",Buka 24 Jam,5.00,65.97 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:03:06
SPKLU Hotel Prime Park,"Jl. Jendral Sudirman No 3, Simpang Tiga, Kota Pekanbaru, Riau",Buka 24 Jam,0.00,85.19 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:08:06
SPKLU KAMPUNG EROPA HARAU,"Tarantang, Harau, Lima Puluh Kota Regency, West Sumatra 26271",Buka 24 Jam,5.00,73.31 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:03:40
SPKLU PLN KTR WALI KOTA PADANG PANJANG,"Silaing Bawah, Kota Padang Panjang, Sumatera Barat",Buka 24 Jam,4.83,103.78 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 19:10:55
SPKLU PLN ULP PAYAKUMBUH,"Jl. Moh. Yamin, Padang Tiakar Hilir, Kec. Payakumbuh Timur, Kota Payakumbuh, Sumatera Barat 26212",Buka 24 Jam,4.67,73.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:04:06
SPKLU PLN KP RIMBO DATA,"Tanjuang Balik, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,0.00,78.91 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:05:57
SPKLU PLN HOTEL EMERSIA,"Jl. Hamka No.41Jorong Parak Juar, Jl. Hamka No.60, Baringin, Kec. Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat 27211",Buka 24 Jam,5.00,81.78 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:06:48
SPKLU SKAY WAY COFFEE,"Jl. Raya Bukittinggi - Payakumbuh No.233, Pakan Sinayan, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26224",Buka 24 Jam,5.00,73.95 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:04:21
SPKLU PLN ULP LIPAT KAIN,"Lipat Kain, Kec. Kampar Kiri, Kabupaten Kampar, Riau 28471",Buka 24 Jam,5.00,35.87 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:02:20
SPKLU PLN ZILA CAFE,"Jl. Padang - Alahan Panjang, Simpang Tj. Nan IV, Kec. Danau Kembar, Kabupaten Solok, Sumatera Barat 27383",Buka 24 Jam,5.00,105.39 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:11:47
SPKLU Cafe Monocsky,"Jl. Pramuka, Lembah Sari, Kota Pekanbaru, Riau",Buka 24 Jam,5.00,96.93 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 19:10:45
