Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU PLN ULP AMPERA,"Jl. Gub. H.A. Bastari  Jakabaring, Palembang, Sumatera Selatan",Buka 24 Jam,4.88,489.99 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-15 21:45:39
SPKLU PLN KP RIMBO DATA,"Tanjuang Balik, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,0.00,78.90 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:09:06
SPKLU PLN UP3 DUMAI,"Jl. Jend. Sudirman No.185b, Bintan, Kota Dumai, Riau",Buka 24 Jam,4.85,216.40 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 21:26:53
SPKLU BANK SUMUT IMAM BONJOL,"Jl. Imam Bonjol No.18, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20212",Buka 24 Jam,5.00,517.89 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:49:57
SPKLU PLN ULP TARUTUNG,"Jl. Guru Mangaloksa No.113, Hutauruk, Kec. Tarutung, Kabupaten Tapanuli Utara, Sumatera Utara 22452",Buka 24 Jam,5.00,365.29 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:33:06
PLN UPDK JAMBI,"‎‎Jl. Dokter Setia Budi ,Rajawali, Kec. Jambi Tim., Kota Jambi, Jambi 36143",Buka 24 Jam,0.00,295.64 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:30:18
SPKLU PLN ULP MARTAPURA,"Kota Baru , Martapura, kab. Ogan Komering Ulu Timur, Sumatra Selatan  32311",Buka 24 Jam,0.00,565.92 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:56:15
SPKLU Rest Area KM 65 B Pekanbaru - Dumai,"Jl. Tol Pekanbaru - Dumai No. KM 65 B, Tengganau, Kec. Pinggir, Kabupaten Bengkalis, Riau 28784",Buka 24 Jam,4.50,154.14 km,2/3 Konektor Tersedia,(),(),2025-05-15 21:22:45
SPKLU PLN ULP LUBUK LINGGAU,"Jl. Yos Sudarso No.5,  Kota Lubuk Linggau, Sumatera Selatan",Buka 24 Jam,5.00,375.59 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-15 21:33:56
SPKLU PLN ULP TEBING TINGGI,"Jl Sekip, Kupang, Kec. Tebing Tinggi, Kab. Empat Lawang, Sumatera Selatan",Buka 24 Jam,5.00,415.68 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:36:54
SPKLU PLN JAGA JEBUS,"Jl. Raya jebus Dn. Tambang 6, Ds. Mislak Kec. Jebus Kab. Bangka Barat",Buka 24 Jam,5.00,488.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:44:58
SPKLU PLN ULP SRIBAWONO,"Jl. Raya No.93, Mataram Baru, Kec. Mataram Baru, Kabupaten Lampung Timur, Lampung 34199",Buka 24 Jam,3.00,742.21 km,1/1 Konektor Tersedia,(),(),2025-05-15 22:08:42
SPKLU PLN ULP DURI,"Jl. Hangtuah, Air Jamban, Kec. Mandau, Kabupaten Bengkalis, Riau",Buka 24 Jam,4.90,173.12 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 21:24:33
SPKLU PLN SENTRALAND MEDAN,"Jl. Nikel, Sukaramai II, Kec. Medan Area, Kota Medan, Sumatera Utara 20224",Buka 24 Jam,4.91,516.31 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-15 21:49:19
SPKLU PLN UID LAMPUNG,"Jl. ZA. Pagar Alam No.5, Rajabasa, Kota Banjar Lampung, Lampung 35144",Buka 24 Jam,4.88,711.28 km,3/3 Konektor Tersedia,(),(),2025-05-15 22:04:43
SPKLU HOTEL NIAGARA PARAPAT,"Jl. Pembangunan No.1, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Buka 24 Jam,4.00,418.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:37:09
SPKLU HOTEL BUNDA BUKITTINGGI,"Jl. Ahmad Karim No.17, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.75,104.35 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-15 21:14:43
SPKLU PLN Kantor Jaga Kelapa,"Jl. Raya Kayu Arang, Kec. Kelapa Kab. Bangka Barat",Buka 24 Jam,5.00,517.31 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:49:30
SPKLU PLN ULP BATURAJA,"Jl. Jend. Ahmad Yani, Baturaja Lama, Kec. Baturaja Timur, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32121",Buka 24 Jam,0.00,530.97 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:54:27
SPKLU PONGEK OR,"Jl. Khatib Sulaiman, Limbukan, Kec. Payakumbuh Sel., Kota Payakumbuh, Sumatera Barat 26225",Buka 24 Jam,5.00,76.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:08:40
SPKLU MASJID H. ALIUS,"Koto Gaek Guguak, Kec. Gn. Talang, Kabupaten Solok, Sumatera Barat 27365",Buka 24 Jam,5.00,106.38 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:15:08
SPKLU PLN HOTEL EMERSIA,"Jl. Hamka No.41Jorong Parak Juar, Jl. Hamka No.60, Baringin, Kec. Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat 27211",Buka 24 Jam,5.00,81.79 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:09:58
SPKLU PLN ULP SIJUNJUNG,"Muaro, Kecamaten Sijunjung, Kabupaten Sijunjung, Sumatera Barat 27513",Buka 24 Jam,5.00,58.12 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:05:55
SPKLU Kantor ULP Talang Padang,"Jl. Raden Intan No.76, Suka Merindu, Kec. Talang Padang, Kabupaten Tanggamus, Lampung 35377",Buka 24 Jam,5.00,682.08 km,1/1 Konektor Tersedia,(),(),2025-05-15 22:03:00
SPKLU PLN ULP SINABANG,"Suka Karya, Simeulue Timur, Simeulue Regency, Aceh 24782",Buka 24 Jam,0.00,628.26 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 22:01:14
SPKLU PLN ULP SIMPANG EMPAT,"Lingkuang Aua, Pasaman, West Pasaman Regency, West Sumatra 26566",Buka 24 Jam,5.00,169.84 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:24:08
SPKLU KAMPUNG EROPA HARAU,"Tarantang, Harau, Lima Puluh Kota Regency, West Sumatra 26271",Buka 24 Jam,5.00,73.31 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:06:52
SPKLU Tsahang,"Jl. Merdeka No.184, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684",Buka 24 Jam,5.00,572.03 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:57:22
SPKLU CityView Medan,"Jl. Komodor Muda Adi Sucipto, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utara",Buka 24 Jam,4.23,515.39 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 21:48:59
SPKLU Rest Area KM 45 A Pekanbaru - Dumai,"Jl. Tol Pekanbaru - Dumai KM 45 A, Kandis, Kec. Kandis, Kabupaten Siak, Riau 26868",Buka 24 Jam,4.95,135.00 km,3/3 Konektor Tersedia,(),(),2025-05-15 21:20:16
SPKLU PLN ULP MUARA BELITI,"Desa Muara Beliti Baru, Muara Beliti, Kab.Musi Rawas  Sumsel  31661",Buka 24 Jam,0.00,378.66 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:34:27
SPKLU PLN ULP PAGAR ALAM,"Jalan Ulu Rurah, Pagar Alam Selatan, Kota Pagar Alam, Sumatera Selatan",Buka 24 Jam,0.00,468.55 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:40:46
SPKLU PLN RS SITI RAHMAH,"Jl. By Pass No.KM.15, Aie Pacah, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,0.00,121.63 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 21:17:10
SPKLU REST AREA 56B TOL Palembang - Prabumulih,"Ruas TOL Palembang - Prabumulih, Kabupaten Ogan Ilir, Sumatera Selatan",Buka 24 Jam,3.00,495.00 km,1/1 Konektor Tersedia,(),(),2025-05-15 21:46:40
SPKLU HOTEL SIBAYAK BERASTAGI,"Jl. Merdeka, Gundaling I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22156",Buka 24 Jam,4.79,495.37 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:47:05
SPKLU PLN ULP SUNGAI PENUH,"Jl. RE Martadinata No.1 Kota Sungai Penuh, Jambi",Buka 24 Jam,3.50,197.30 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:25:25
SPKLU PLN UP3 LUBUK PAKAM,"Jl. Medan - Tebing Tinggi, Perbarakan, Kec. Pagar Merbau, Kabupaten Deli Serdang, Sumatera Utara 20551",Buka 24 Jam,4.98,502.99 km,2/2 Konektor Tersedia,"('22 kW', '25 kW')","(1, 1)",2025-05-15 21:47:54
SPKLU KAPEL KRUI,"Labuhan Jukung, Krui, Kp. Jawa, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874",Buka 24 Jam,0.00,616.20 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 22:00:22
SPKLU PLN UP3 PEKANBARU,Jl. DR Setia Budhi No 57 Pekanbaru,Buka 24 Jam,4.81,91.90 km,2/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 0)",2025-05-15 21:12:55
SPKLU PLN ULP BENGKALIS,"Jl. Antara, Rimba Sekampung, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.00,214.51 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 21:26:43
SPKLU PLN PADANG ARO,"Jl. Bangun Rejo, Lubuk Gadang Sel., Kec. Sangir, Kabupaten Solok Selatan, Sumatera Barat 27778",Buka 24 Jam,0.00,141.25 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:21:44
SPKLU PLN GH LAHAT,"Jalan Kol. H.Burlian  Kel.Bandar Jaya Kec.Lahat Kabupaten Lahat, Sumatera Selatan 31412",Buka 24 Jam,4.92,460.33 km,3/3 Konektor Tersedia,"('22 kW', '50 kW', '50 kW')","(1, 1, 1)",2025-05-15 21:39:42
SPKLU PLN ULP RANTAUPRAPAT KOTA,"Jl. Lintas Sumatra, Rantauprapat, Kec. Rantau Utara, Kab. Labuhanbatu, Sumatera Utara",Buka 24 Jam,4.59,311.25 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-15 21:31:31
SPKLU PLN ULP SIMPANG TIGA,"Jl. Kartama, Perhentian Marpoyan, Kec. Marpoyan Damai, Kota Pekanbaru, Riau",Buka 24 Jam,4.93,81.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:09:48
SPKLU PLN AIR BANGIS,"JL. H.BAKRI SULAIMAN, Aia Bangih, Sungai Beremas, West Pasaman Regency, Sumatra Barat 26573",Buka 24 Jam,5.00,220.74 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:27:09
SPKLU PLN ULP KOTA PINANG,"Jl. Lintas Sumatra, Kota Pinang, Kec. Kota Pinang, Kab. Labuhanbatu Selatan, Sumatera Utara 21464",Buka 24 Jam,0.00,276.32 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:28:53
SPKLU PLN UP3 TANJUNG KARANG,"Jl. Diponegoro No.14, Gotong Royong, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35213",Buka 24 Jam,4.86,718.54 km,3/3 Konektor Tersedia,"('4 kW', '50 kW', '50 kW')","(1, 1, 1)",2025-05-15 22:06:29
SPKLU PLN UID SUMATERA UTARA,"Jl. KL. Yos Sudarso Gg. VIII No.1d, Glugur Kota, Kec. Medan Baru, Kota Medan, Sumatera Utara 20238",Buka 24 Jam,4.67,521.09 km,3/3 Konektor Tersedia,"('A CCS2', 'B CCS2', '22 kW')","(1, 1, 1)",2025-05-15 21:53:24
SPKLU PLN ULP PANGKALAN KERINCI,"JL. Akasia, Pangkalan Kerinci Bar., Kec. Pangkalan Kerinci, Kabupaten Pelalawan, Riau",Buka 24 Jam,5.00,95.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:13:35
SPKLU PLN ULP PERDAGANGAN,"Jl. Rajamin Purba, Perdagangan I, Kec. Bandar, Kabupaten Simalungun, Sumatera Utara 21184",Buka 24 Jam,0.00,439.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:38:55
SPKLU PLN ULP Tanjungpinang Kota,"Jalan Ir Sutami, Kelurahan Tanjung Pinang Timur, Kecamatan Bukit Bestari Kota Tanjungpinang Provinsi Kepulauan Riau",Buka 24 Jam,5.00,374.69 km,2/2 Konektor Tersedia,"('22 kW', '4 kW')","(1, 1)",2025-05-15 21:33:40
SPKLU PLN UP3 OGAN ILIR,"Jalan Timbangan, Kec. Indralaya Utara, Kab.Ogan Ilir ,Sumatera Selatan",Buka 24 Jam,4.33,493.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:46:09
SPKLU PLN ULP MUARA BULIAN,"‎Jl‎. ‎Jenderal Sudirman‎, ‎Kab Batang Hari‎, ‎36613‎",Buka 24 Jam,0.00,269.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:28:12
SPKLU PLN ULP BANGKINANG,"Jl. Langgini, Kec. Bangkinang, Kabupaten Kampar, Riau",Buka 24 Jam,5.00,75.19 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 21:08:05
SPKLU PLN ULP BALIGE,"Jl. Dr. T.D. Pardede No.14, Kec. Balige, Toba, Sumatera Utara 22312",Buka 24 Jam,5.00,382.21 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-15 21:34:53
SPKLU WING HUB KUALANAMU,"Komplek Hub, Kualanamu Hub Commercial Bizpark, Jl. Arteri Kualanamu No.9, Tumpatan Nibung, Kec. Batang Kuis, Kabupaten Deli Serdang, Sumatera Utara 20372",Buka 24 Jam,4.60,509.88 km,5/5 Konektor Tersedia,"('22 kW', '60 kW', '60 kW', '60 kW', '60 kW')","(1, 1, 1, 1, 1)",2025-05-15 21:48:27
SPKLU PLN HILLPARK SIBOLANGIT,"Jl. Jamin Ginting, Sikeben, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357",Buka 24 Jam,3.50,498.88 km,1/1 Konektor Tersedia,"('25 kW',)","(1,)",2025-05-15 21:47:34
SPKLU PLN BANDARA MINANG KABAU,"Jl. Katapiang, Kec. Batang Anai, Kabupaten Padang Pariaman, Sumatera Barat 25586 (P7)",Buka 24 Jam,5.00,126.40 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:18:04
SPKLU PLN MESJID SYUHADA PALANGKI,"Simpang 4 palangki, Koto Baru, Kec. IV Nagari, Kabupaten Sijunjung, Sumatera Barat 27564",Buka 24 Jam,5.00,65.98 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:06:21
SPKLU PLN ULP MEDAN BARU,"Jl. Sei Batu Gingging Ps. X, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154",Buka 24 Jam,4.95,518.29 km,1/2 Konektor Tersedia,"('7 kW', '22 kW')","(0, 1)",2025-05-15 21:50:58
SPKLU REST AREA KM 311 PALEMBANG,Ruas Tol Terbangi Besar - Pematang Panggang  - Kayu Agung,Buka 24 Jam,4.31,535.44 km,3/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:54:56
SPKLU PLN KP RAO,"Jl. Kp. Jawa, Taruang Taruang, Kec. Rao, Kabupaten Pasaman, Sumatera Barat 26353",Buka 24 Jam,5.00,171.00 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:24:18
SPKLU Rest Area KM 208 A Tol Terpeka,"Rest Area KM 208 A Tol Terpeka, Warga Indah Jaya, Kec. Banjar Agung, Kab. Tulang Bawang, Lampung 34684",Buka 24 Jam,4.50,617.13 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 22:00:32
SPKLU PLN ULP PANGKALPINANG,"Jl. Jend. Sudirman No. 180 Kota Pangkal Pinang, Kepulauan Bangka Belitung 33172",Buka 24 Jam,5.00,571.42 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:56:56
SPKLU WARKOP PAPA,"Jl. Hamidah No. 67 Batin Tikal, Kota Pangkal Pinang, Kepulauan Bangka Belitung",Buka 24 Jam,5.00,572.21 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:57:52
SPKLU HOTEL HOLIDAY INN LAMPUNG BUKIT RANDU,"Jl. Kamboja No.1, RW.2, Kb. Jeruk, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35121",Buka 24 Jam,4.20,717.79 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-15 22:06:02
SPKLU PLN UP3 RENGAT,"Jl. Lintas Timur, Desa Sungai Dawu, Kec. Rengat Barat - Indragiri Hulu",Buka 24 Jam,4.75,126.50 km,2/2 Konektor Tersedia,"('A CCS2', 'B CCS2')","(1, 1)",2025-05-15 21:18:48
SPKLU PLN ULP BAGAN BATU,"Bagan Batu, Kec. Bagan Sinembah, Torgamba, Kab. Labuhanbatu Selatan, Sumatera Utara",Buka 24 Jam,4.89,240.59 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 21:27:35
SPKLU PLN ULP BLANG PIDIE,"Desa Pantai Perak, Susoh, Kabupaten Aceh Barat Daya, Aceh 237633",Buka 24 Jam,0.00,667.22 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 22:02:54
SPKLU KAMPUS UNAND 2 PYK,"Jl. Rangkayo Rasuna Said, Kubu Gadang, Kec. Payakumbuh Utara, Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,5.00,74.12 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:07:40
SPKLU PLN KP SEI PAKNING,"Jl. Sungai Selari, Kec. Bukit Batu, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.00,204.82 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 21:26:01
Rest Area KM 269 Terpeka,Rest Area Km. 269  Jalan Tol  Bakauhuni - Kayu Agung,Buka 24 Jam,5.00,574.38 km,4/4 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:58:20
SPKLU RUMAH BUMN JAMBI,Jl. Sukarno Hatta No.35-36 Paal Merah Pasir Putih Jambi Selatan Jambi,Buka 24 Jam,5.00,298.48 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-15 21:31:15
SPKLU PLN KTR WALI KOTA PADANG PANJANG,"Silaing Bawah, Kota Padang Panjang, Sumatera Barat",Buka 24 Jam,4.83,103.78 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 21:14:01
SPKLU PLN ULP RENGAT KOTA,"Jl. Laksamana Laut Yos Sudarso, Sekip Hulu, Kec. Rengat, Kabupaten Indragiri Hulu, Riau 29314",Buka 24 Jam,0.00,138.63 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:21:09
SPKLU PLN ULP SAWAHLUNTO,"Jl. Khatib Sulaiman, Santur, Kec. Barangin, Kota Sawahlunto, Sumatera Barat 27355",Buka 24 Jam,5.00,74.14 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:07:55
SPKLU SOLOK PREMIERE HOTEL SYARIAH,"Jl. Nasir Sutan Pamuncak, Ps. Pandan Air Mati, Kec. Tj. Harapan, Kota Solok, Sumatera Barat 27322",Buka 24 Jam,5.00,90.44 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:12:39
SPKLU PLN UIP SBS,"Jl. Residen Abdul Rozak, Palembang, Sumatera Selatan",Buka 24 Jam,5.00,486.79 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-15 21:44:18
SPKLU PLN ULP KABANJAHE,"Jl. Veteran, Sumber Mufakat, Kec. Kabanjahe, Kabupaten Karo, Sumatera Utara 22152",Buka 24 Jam,5.00,488.55 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:44:48
SPKLU PLN ULP KURANJI,"Jl. By Pass, Sungai Sapih, Kec. Kuranji, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,5.00,121.58 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:17:00
SPKLU PLN PANDAN VIEW,"Jln. Mandeh, Ampang Pulai, Koto XI Tarusan, Kabupaten Pesisir Selatan, Sumatera Barat 25654",Buka 24 Jam,5.00,140.96 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:21:34
SPKLU PLN REST AREA KM 65A,"Tanah Raja, Kec. Sei Rampah, Kabupaten Serdang Bedagai, Sumatera Utara 20986",Buka 24 Jam,5.00,489.75 km,2/2 Konektor Tersedia,"('A CCS2', 'B CCS2')","(1, 1)",2025-05-15 21:45:23
SPKLU PLN ULP TELUK DALAM,"Jl. Jenderal Ahmad Yani No.14, Ps. Tlk. Dalam, Kec. Tlk. Dalam, Kabupaten Nias Selatan, Sumatera Utara 22865",Buka 24 Jam,5.00,399.07 km,1/1 Konektor Tersedia,(),(),2025-05-15 21:35:15
SPKLU Mall Transmart Carrefour Bandar Lampung,"Jl. Sultan Agung No.283, Way Halim Permai, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132",Buka 24 Jam,4.25,716.60 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-15 22:05:48
SPKLU Hotel Prime Park,"Jl. Jendral Sudirman No 3, Simpang Tiga, Kota Pekanbaru, Riau",Buka 24 Jam,0.00,85.17 km,1/1 Konektor Tersedia,(),(),2025-05-15 21:11:11
SPKLU PLN ULP RIMBO BUJANG,"Jl. Pahlawan, Unit 2, Wirotho Agung, Kec. Rimbo Bujang, Kabupaten Tebo, Jambi 37253",Buka 24 Jam,0.00,144.75 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:22:22
SPKLU PLN S2JB Demang,"Jalan Demang Lebar Daun No. 170 Palembang, Sumatera Selatan",Buka 24 Jam,4.74,483.61 km,4/4 Konektor Tersedia,"('30 kW', '22 kW', '60 kW', '60 kW')","(1, 1, 1, 1)",2025-05-15 21:42:38
SPKLU PLN ULP PRABUMULIH,"Jl. Diponegoro, Muara Dua, Kec. Prabumulih Timur,  Kota Prabumulih, Sumatera Selatan",Buka 24 Jam,5.00,477.50 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:41:41
SPKLU PLN UP3 SUBULUSSALAM,"Jl. Cut meutia rimo, Penanggalan, Kec. Penanggalan, Kota Subulussalam, Aceh 24783",Buka 24 Jam,5.00,487.35 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-15 21:44:32
SPKLU PLN UIW Bangka Belitung,"Jalan Soekarno Hatta KM 5 Pangkalpinang, Kepulauan Bangka Belitung",Buka 24 Jam,4.97,575.60 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 21:58:40
SPKLU PLN UP3 PAYAKUMBUH,"Jl. Raya Bukittinggi - Payakumbuh 48, Daya Bangun, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,4.69,75.30 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 21:08:20
SPKLU PLN KANTOR JAGA TEMPILANG,"Desa Tempilang, Kec. Tempilang, Kabupaten Bangka Barat, Kepulauan Bangka Belitung 33365",Buka 24 Jam,0.00,524.75 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:54:01
SPKLU PLN ULP BINTUHAN,"Jalan Padang Genteng, Kaur Selatan, Kab. Kaur, Bengkulu 38963",Buka 24 Jam,4.33,548.38 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:55:38
SPKLU PLN ULP BALAI SELASA,"Jl. Lintas Barat Sumatera, Pelangai, Kec. Ranah Pesisir, Kabupaten Pesisir Selatan, Sumatera Barat 25661",Buka 24 Jam,5.00,175.17 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:24:43
SPKLU SWISS-BELHOTEL JAMBI,"Jl. Prof. Dr Jl. Sumantri Brojonegoro No.1, Solok Sipin, Kecamatan Danau Sipin, Kota Jambi, Jambi 36121",Buka 24 Jam,4.33,294.38 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:30:03
SPKLU PLN ULP PANGURURAN,"Jl. Kejaksan, Kabupaten Samosir, Sumatera Utara 22392",Buka 24 Jam,5.00,431.80 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-15 21:37:43
SPKLU PLN ULP LABUHAN,"Jl. KL. Yos Sudarso, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242",Buka 24 Jam,5.00,526.10 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:54:17
SPKLU PLN ULP KUTACANE,"Jl. Perapat Hulu, Babussalam, Aceh Tenggara, Aceh 24651",Buka 24 Jam,0.00,569.33 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:56:46
SPKLU PLN ULP TEMBILAHAN,"Jl. Gn. Daek, Tembilahan Kota, Kec. Tembilahan, Kabupaten Indragiri Hilir, Riau",Buka 24 Jam,4.83,205.69 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 21:26:17
SPKLU PLN ULP SEBERANG KOTA,"Komplek Perkantoran Kabupaten Muaro Jambi, Bukit Balin g, Sekernan, Kab. Muaro Jambi , Jambi 36381",Buka 24 Jam,0.00,278.23 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:29:03
SPKLU PLN ULP CURUP,"Jl. Ahmad Yani No.77, Sukaraja, Kec. Curup Timur, Kabupaten Rejang Lebong, Bengkulu 39119",Buka 24 Jam,5.00,377.37 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:34:12
SPKLU Rest Area KM 234 A Bakauheni - Kayu Agung,"Rest Area 234A, Way Serdang, Mesuji, Lampung",Buka 24 Jam,4.97,600.13 km,3/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 21:59:40
