Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU SWISS-BELHOTEL JAMBI,"Jl. Prof. Dr Jl. Sumantri Brojonegoro No.1, Solok Sipin, Kecamatan Danau Sipin, Kota Jambi, Jambi 36121",Buka 24 Jam,4.33,294.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:03:56
SPKLU Rest Area KM 36 A Pekanbaru - Bangkinang,"Jl. Tol Pekanbaru - Bangkinang KM 36 A, Muara Jalai, Kec. Bangkinang, Kabupaten Kampar, Riau 21184",Buka 24 Jam,4.5,81.92 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 15:44:20
SPKLU PLN UP3 NIAS GUNUNG SITOLI,"Jl. Gomo street No.21, kelurahan Pasar, Kec. Gunungsitoli, Kota Gunungsitoli, Sumatera Utara",Buka 24 Jam,5.0,445.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:13:28
SPKLU PLN ULP BINTUHAN,"Jalan Padang Genteng, Kaur Selatan, Kab. Kaur, Bengkulu 38963",Buka 24 Jam,4.33,548.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:30:28
SPKLU PLN TRANSMART PADANG,"Jl. Khatib Sulaiman No.85, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25137",Buka 24 Jam,5.0,126.48 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-15 15:52:48
SPKLU PLN ULP LIMAPULUH,"Jl. Perintis Kemerdekaan, Lima Puluh Kota, Kec. Lima Puluh, Kabupaten Batu Bara, Sumatera Utara 21255",Buka 24 Jam,5.0,435.70 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:12:16
SPKLU PLN UP3 JAMBI,"Jl. Urip Sumoharjo No. 02, Telanaipura, Kota Jambi",Buka 24 Jam,4.92,293.72 km,4/4 Konektor Tersedia,"('22 kW', '60 kW', '60 kW', '22 kW')","(1, 1, 1, 1)",2025-05-15 16:03:30
SPKLU PLN ULP PANAM,Jl. HR Soebrantas No Km Rw 12 Simpang Baru.Kecamatan Tampan Kota Pekanbaru Riau,Buka 24 Jam,0.0,82.91 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:44:46
SPKLU PLN ULP LINTAU,"Nagari Tigojangko, Jl. Sitangkai-Balaitangah No.Km.3, Kec. Lintau Buo Utara, Kabupaten Tanah Datar, Sumatera Barat",Buka 24 Jam,5.0,63.69 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:40:08
SPKLU PLN UP3 PADANG,"Jl. S. Parman No.221, Ulak Karang Utara, Kec. Padang Utara, Kota Padang, Sumatera Barat",Buka 24 Jam,5.0,126.75 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:53:29
SPKLU PLN ULP MEDAN TIMUR,"Jl. Durung, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222",Buka 24 Jam,4.79,518.75 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-15 16:26:19
SPKLU REST AREA KM 116 A LAMPUNG TENGAH,"SPKLU Rest Area km 116 A, Bumi Ratu Nuban, Lampung Tengah",Buka 24 Jam,4.81,686.44 km,3/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:38:33
SPKLU SUMUT SPORT CENTRE ASTAKA,"Jl. Williem Iskandar No.9, Kenangan Baru, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371",Buka 24 Jam,4.56,518.31 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-15 16:25:08
SPKLU PLN UP3 BANGKINANG,"Jl. Bangkinang-Payakumbuh, Merangin, Kabupaten Kampar, Riau",Buka 24 Jam,5.0,77.74 km,2/2 Konektor Tersedia,"('50 kW', '50 kW')","(1, 1)",2025-05-15 15:43:03
SPKLU PLN ULP LABUHAN,"Jl. KL. Yos Sudarso, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242",Buka 24 Jam,5.0,526.13 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:28:52
SPKLU PLN ULP KISARAN,"Jl. Listrik No.1, Tegal Sari, Kec. Kota Kisaran Barat, Kabupaten Asahan, Sumatera Utara 21211",Buka 24 Jam,3.58,406.55 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-15 16:10:28
SPKLU PLN ULP SICINCIN,"Jl. Raya Padang - Bukittinggi Utara PLN No.km.46, Sicincin, Kec. Enam Lingkung, Kabupaten Padang Pariaman, Sumatera Barat",Buka 24 Jam,5.0,118.84 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:50:46
SPKLU LA PIT STOP CAR WASH,"Jl. Raya Padang - Bukittinggi, Lubuk Alung, Kec. Lubuk Alung, Kabupaten Padang Pariaman, Sumatera Barat 25582",Buka 24 Jam,5.0,121.33 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:51:02
SPKLU PLN ULP BALAI SELASA,"Jl. Lintas Barat Sumatera, Pelangai, Kec. Ranah Pesisir, Kabupaten Pesisir Selatan, Sumatera Barat 25661",Buka 24 Jam,5.0,175.15 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:58:44
SPKLU PLN ULP LIPAT KAIN,"Lipat Kain, Kec. Kampar Kiri, Kabupaten Kampar, Riau 28471",Buka 24 Jam,5.0,35.88 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:39:32
SPKLU PLN ULP LANGSA KOTA,"Jl. Jend. A.Yani No.6, Kota Langsa, Aceh 24375",Buka 24 Jam,3.0,643.28 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-15 16:36:46
SPKLU KANTOR GUBERNUR SUMSEL,"Jl. Kapten A. Rivai No.3, Palembang, Sumatera Selatan",Buka 24 Jam,1.0,485.47 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-15 16:18:04
SPKLU MASJID AL IHSAN PANGKALAN,"Pangkalan, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,5.0,76.13 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:42:37
SPKLU LAMPUNG CITY MALL,"Jl. Yos Sudarso No.80, Bumi Waras, Kec. Bumi Waras, Kota Bandar Lampung",Buka 24 Jam,4.82,721.68 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:42:47
SPKLU PLN WARONG ESSY,"Sungai Rumbai Tim., Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,0.0,114.56 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:50:20
DIRLANTAS Satuan PJR POLDA SUMATERA UTARA,"Jalan Medan, KM 1, Limau Manis, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362",Buka 24 Jam,0.0,506.13 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:22:28
SPKLU PLN SENTRALAND MEDAN,"Jl. Nikel, Sukaramai II, Kec. Medan Area, Kota Medan, Sumatera Utara 20224",Buka 24 Jam,4.91,516.34 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:23:44
SPKLU TRANSMART PALEMBANG CITY CENTRE,"Jl. Radial, 26 Ilir, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan 30127",Buka 24 Jam,5.0,485.51 km,1/1 Konektor Tersedia,(),(),2025-05-15 16:18:13
SPKLU PLN ULP PANGURURAN,"Jl. Kejaksan, Kabupaten Samosir, Sumatera Utara 22392",Buka 24 Jam,5.0,431.82 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-15 16:11:49
SPKLU PLN UP3 OGAN ILIR,"Jalan Timbangan, Kec. Indralaya Utara, Kab.Ogan Ilir ,Sumatera Selatan",Buka 24 Jam,4.33,493.74 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:20:26
SPKLU PLN ULP TELUK DALAM,"Jl. Jenderal Ahmad Yani No.14, Ps. Tlk. Dalam, Kec. Tlk. Dalam, Kabupaten Nias Selatan, Sumatera Utara 22865",Buka 24 Jam,5.0,399.07 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:09:21
SPKLU PLN ULP PEMATANGSIANTAR,"Jl. Kapten M.H. Sitorus No.1, Proklamasi, Kec. Siantar Bar., Kota Pematang Siantar, Sumatera Utara 21117",Buka 24 Jam,5.0,436.85 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:12:27
SPKLU PLN UP3 TANJUNG KARANG,"Jl. Diponegoro No.14, Gotong Royong, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35213",Buka 24 Jam,4.86,718.51 km,3/3 Konektor Tersedia,"('4 kW', '50 kW', '50 kW')","(1, 1, 1)",2025-05-15 16:42:18
SPKLU PLN ULP BANGKO,"Jalan Kesehatan, Pematang Kandis Kec. Bangko Kab.Merangin Jambi",Buka 24 Jam,5.0,224.30 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:01:19
SPKLU HOTEL HOLIDAY INN LAMPUNG BUKIT RANDU,"Jl. Kamboja No.1, RW.2, Kb. Jeruk, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35121",Buka 24 Jam,4.2,717.77 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-15 16:41:36
SPKLU HOTEL MARRIOTT RESORT LAMPUNG,"Jl. Pantai Mutun, Hurun, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung",Buka 24 Jam,1.67,727.10 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-15 16:43:07
SPKLU Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar,"Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar, Fajar Baru, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung",Buka 24 Jam,4.94,710.00 km,3/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:39:54
SPKLU Rest Area KM 234 A Bakauheni - Kayu Agung,"Rest Area 234A, Way Serdang, Mesuji, Lampung",Buka 24 Jam,4.97,600.11 km,1/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:34:58
SPKLU PLN KTR WALI KOTA PADANG PANJANG,"Silaing Bawah, Kota Padang Panjang, Sumatera Barat",Buka 24 Jam,4.8,103.78 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 15:48:11
SPKLU PLN BANDARA MINANG KABAU,"Jl. Katapiang, Kec. Batang Anai, Kabupaten Padang Pariaman, Sumatera Barat 25586 (P7)",Buka 24 Jam,5.0,126.39 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:52:19
SPKLU PLN ULP ARGAMAKMUR,"Jl. Jendral Sudirman, Kota  Argamakmur,  Kab.Bengkulu Utara, Prov. Bengkulu",Buka 24 Jam,1.0,362.73 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:06:42
SPKLU PLN ULP KOTA PINANG,"Jl. Lintas Sumatra, Kota Pinang, Kec. Kota Pinang, Kab. Labuhanbatu Selatan, Sumatera Utara 21464",Buka 24 Jam,0.0,276.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:02:52
SPKLU KOLAM RENANG KELOK SIKABU,"Kelok Sikabu, Koto Tuo, Kec. Iv Koto, Kabupaten Agam, Sumatera Barat 26161",Buka 24 Jam,0.0,107.47 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:49:31
SPKLU ULP TAPAK TUAN,"Desa Jambo Apha, Kecamatan Tapak Tuan, Kabupaten Aceh Selatan, Aceh 23715",Buka 24 Jam,5.0,603.62 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:35:08
SPKLU PLN ULP PERAWANG,"Jl. Moh. Ali, Perawang Bar., Kec. Tualang, Kabupaten Siak, Riau",Buka 24 Jam,0.0,109.77 km,1/1 Konektor Tersedia,(),(),2025-05-15 15:49:45
SPKLU KORDA ALUE BILIE,"Desa Tuwi Buya, Kec. Darul Makmur, Kabupaten Nagan Raya, Aceh 23662",Buka 24 Jam,0.0,711.79 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:40:31
SPKLU BANK SUMUT IMAM BONJOL,"Jl. Imam Bonjol No.18, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20212",Buka 24 Jam,5.0,517.92 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:24:26
SPKLU PLN KANTOR BUPATI PESSEL,"Jl. Agus Salim, Painan, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barat 25651",Buka 24 Jam,5.0,142.99 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-15 15:56:33
SPKLU PLN UP3 LUBUK PAKAM,"Jl. Medan - Tebing Tinggi, Perbarakan, Kec. Pagar Merbau, Kabupaten Deli Serdang, Sumatera Utara 20551",Buka 24 Jam,4.98,503.01 km,2/2 Konektor Tersedia,"('22 kW', '25 kW')","(1, 1)",2025-05-15 16:22:18
SPKLU PLN ULP DURI,"Jl. Hangtuah, Air Jamban, Kec. Mandau, Kabupaten Bengkalis, Riau",Buka 24 Jam,4.9,173.15 km,1/1 Konektor Tersedia,(),(),2025-05-15 15:58:34
SPKLU PONGEK OR,"Jl. Khatib Sulaiman, Limbukan, Kec. Payakumbuh Sel., Kota Payakumbuh, Sumatera Barat 26225",Buka 24 Jam,5.0,76.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:42:52
SPKLU PLN ULP KOTA BARAT,"Jl. Dirgantara Timur No.59, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289",Buka 24 Jam,5.0,85.10 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:45:12
SPKLU WISMA PLN BUKITTINGGI,"Jl. Ahmad Karim No.16, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.88,104.31 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:48:37
SPKLU PLN ULP TELUK SEGARA,Jl. Prof Dr. Hazairin No. 8 Teluk Segara Bengkulu,Buka 24 Jam,5.0,402.01 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-15 16:09:47
SPKLU Cafe Monocsky,"Jl. Pramuka, Lembah Sari, Kota Pekanbaru, Riau",Buka 24 Jam,5.0,96.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:48:01
SPKLU PLN UP3 SUBULUSSALAM,"Jl. Cut meutia rimo, Penanggalan, Kec. Penanggalan, Kota Subulussalam, Aceh 24783",Buka 24 Jam,5.0,487.37 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-15 16:18:53
SPKLU Rest Area KM 33 B Tol Bakauheni-Terbanggi Besar,"Rest Area KM 33 B Tol Bakauheni-Terbanggi Besar, Suka Tani, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551",Buka 24 Jam,4.0,760.68 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:47:34
SPKLU PLN ULP DOLOK SANGGUL,"Jl. Dolok Sanggul - Sidikalang, Lumban Tobing, Kec. Dolok sanggul, Kabupaten Humbang Hasundutan, Sumatera Utara 22457",Buka 24 Jam,5.0,401.63 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:09:37
SPKLU PLN ULP CALANG,"Desa Bahagia, Kec. Krueng Sabee, Kabupaten Aceh Jaya, Aceh 23655",Buka 24 Jam,5.0,837.15 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:53:17
SPKLU PLN ULP PARIAMAN,"Pd. II, Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25513",Buka 24 Jam,5.0,137.38 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:55:14
SPKLU REST AREA KM 49-A LAMPUNG,"REST AREA KM 49A JL TRANS SUMATERA, LAMPUNG",Buka 24 Jam,3.88,744.74 km,2/5 Konektor Tersedia,"('50 kW', '50 kW', '22 kW', 'A CCS2', 'B CCS2')","(0, 0, 0, 1, 1)",2025-05-15 16:44:56
SPKLU PLN ULP KABANJAHE,"Jl. Veteran, Sumber Mufakat, Kec. Kabanjahe, Kabupaten Karo, Sumatera Utara 22152",Buka 24 Jam,5.0,488.58 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:19:04
SPKLU PLN ULP KURANJI,"Jl. By Pass, Sungai Sapih, Kec. Kuranji, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,5.0,121.56 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:51:12
SPKLU TANG AIA CAFE & RESTO,"Jl. Lintas Sumatera Tengah Nagari Kunangan Parit Rantang, Kamang Baru, Kabupaten Sijunjung, Sumatera Barat",Buka 24 Jam,5.0,65.99 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:40:27
SPKLU PLN UP3 SIBOLGA,"Jl. Dr. Ferdinand Lumban Tobing No.20, Huta Tonga Tonga, Kec. Sibolga Utara, Kota Sibolga, Sumatera Utara 22512",Buka 24 Jam,5.0,359.52 km,2/2 Konektor Tersedia,"('22 kW', '30 kW')","(1, 1)",2025-05-15 16:06:32
SPKLU HOTEL BUNDA BUKITTINGGI,"Jl. Ahmad Karim No.17, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.75,104.35 km,0/1 Konektor Tersedia,"('4 kW',)","(0,)",2025-05-15 15:48:52
SPKLU PLN ULP INDARUNG,"Jl. Padang - Bengkulu, Batung Taba Nan XX, Kec. Lubuk Begalung, Kota Padang, Sumatera Barat 25154",Buka 24 Jam,5.0,126.67 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:53:20
SPKLU PLN ULP TELANAI PURA,"Jalan Kol. Amir Hamza Lrg. Selamat, Telanaipura, Jambi, Provinsi Jambi 36124",Buka 24 Jam,0.0,293.93 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:03:46
SPKLU MASJID RAYA NAYLUS SYAADAH,"Jl. Adinegoro Km. 12, Batang Kabung, Koto Tangah, Batang Kabung Ganting, Padang, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,5.0,125.00 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:51:53
SPKLU PLN HOTEL HARPER MEDAN,"Jl. K.H. Wahid Hasyim No.53 / 72, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154",Buka 24 Jam,5.0,518.88 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 16:26:29
SPKLU PLN ULP BENGKALIS,"Jl. Antara, Rimba Sekampung, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.0,214.53 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-15 16:00:42
SPKLU TRANSMART PEKANBARU A,"Jl. Musyawarah No.11, Labuh Baru Tim., Kec. Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,0.0,87.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-15 15:46:09
SPKLU Rest Area 163-A Lampung Tengah,SPKLU Rest Area 163-A Lampung Tengah,Buka 24 Jam,4.82,650.69 km,4/4 Konektor Tersedia,"('22 kW', '22 kW', '60 kW', '60 kW')","(1, 1, 1, 1)",2025-05-15 16:37:57
SPKLU Taman Merdeka Kota Metro,"Jl. AH Nasution, Imopuro, Kec. Metro Pusat, Kota Metro, Lampung",Buka 24 Jam,4.72,695.26 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-15 16:38:59
SPKLU PLN ULP BELANTI,"Jl. Khatib Sulaiman No.46, Ulak Karang Selatan, Kec. Padang Utara, Kota Padang, Sumatera Barat 25173",Buka 24 Jam,4.88,126.47 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-15 15:52:35
