Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU PLN ULP BINTUHAN,"Jalan Padang Genteng, Kaur Selatan, Kab. Kaur, Bengkulu 38963",Buka 24 Jam,4.25,548.97 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:08:43
SPKLU PLN ULP SEBERANG KOTA,"Komplek Perkantoran Kabupaten Muaro Jambi, Bukit Balin g, Sekernan, Kab. Muaro Jambi , Jambi 36381",Buka 24 Jam,0.0,278.53 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:41:17
SPKLU LA PIT STOP CAR WASH,"Jl. Raya Padang - Bukittinggi, Lubuk Alung, Kec. Lubuk Alung, Kabupaten Padang Pariaman, Sumatera Barat 25582",Buka 24 Jam,5.0,121.58 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:29:19
SPKLU PLN UP3 PAYAKUMBUH,"Jl. Raya Bukittinggi - Payakumbuh 48, Daya Bangun, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,4.69,75.26 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 13:20:45
SPKLU PELABUHAN BAKAUHENI,"Bakauheni, Kabupaten Lampung Selatan, Lampung",Buka 24 Jam,5.0,791.75 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-17 14:26:29
SPKLU PLN ULP AIR MOLEK,"Jl Sultan Ibrahim, Candirejo, Kec. Pasir Penyu, Kabupaten Indragiri Hulu, Riau",Buka 24 Jam,5.0,110.09 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 13:28:11
SPKLU PLN ULP BELANTI,"Jl. Khatib Sulaiman No.46, Ulak Karang Selatan, Kec. Padang Utara, Kota Padang, Sumatera Barat 25173",Buka 24 Jam,4.88,126.85 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-17 13:31:02
SPKLU Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar,"Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar, Fajar Baru, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung",Buka 24 Jam,4.94,710.54 km,1/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:17:38
SPKLU BANK SUMUT IMAM BONJOL,"Jl. Imam Bonjol No.18, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20212",Buka 24 Jam,5.0,517.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:02:34
SPKLU Hotel Prime Park,"Jl. Jendral Sudirman No 3, Simpang Tiga, Kota Pekanbaru, Riau",Buka 24 Jam,0.0,84.53 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-17 13:23:37
SPKLU PLN HOTEL HARPER MEDAN,"Jl. K.H. Wahid Hasyim No.53 / 72, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154",Buka 24 Jam,5.0,518.32 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:04:45
SPKLU PLN HOME SMART MEDAN,"Jl. Gatot Subroto No.102, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118",Buka 24 Jam,4.75,519.54 km,1/1 Konektor Tersedia,"('25 kW',)","(1,)",2025-05-17 14:05:32
SPKLU PLN ULP BLANG PIDIE,"Desa Pantai Perak, Susoh, Kabupaten Aceh Barat Daya, Aceh 237633",Buka 24 Jam,0.0,666.79 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:15:53
SPKLU HOTEL EMERALD MEDAN,"Jl. KL. Yos Sudarso No.1, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20235",Buka 24 Jam,5.0,519.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:05:17
SPKLU Rest Area KM 36 A Pekanbaru - Bangkinang,"Jl. Tol Pekanbaru - Bangkinang KM 36 A, Muara Jalai, Kec. Bangkinang, Kabupaten Kampar, Riau 21184",Buka 24 Jam,4.5,81.28 km,0/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 13:22:11
SPKLU PLN ULP TELUK DALAM,"Jl. Jenderal Ahmad Yani No.14, Ps. Tlk. Dalam, Kec. Tlk. Dalam, Kabupaten Nias Selatan, Sumatera Utara 22865",Buka 24 Jam,5.0,398.92 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:47:38
SPKLU SWISS-BELHOTEL JAMBI,"Jl. Prof. Dr Jl. Sumantri Brojonegoro No.1, Solok Sipin, Kecamatan Danau Sipin, Kota Jambi, Jambi 36121",Buka 24 Jam,4.33,294.70 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:42:17
SPKLU PLN ULP KABANJAHE,"Jl. Veteran, Sumber Mufakat, Kec. Kabanjahe, Kabupaten Karo, Sumatera Utara 22152",Buka 24 Jam,5.0,488.05 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:57:24
SPKLU PLN UP3 SIGLI,"Jl. Tgk. Chik Di Tiro No.14, Aceh 24114",Buka 24 Jam,5.0,863.05 km,2/2 Konektor Tersedia,"('7 kW', '25 kW')","(1, 1)",2025-05-17 14:35:39
SPKLU REST AREA KM 67 A Tol Bakauheni-Terbanggi Besar,"SPKLU REST AREA KM 67 A Tol Bakauheni-Terbanggi Besar,Serdang, Kec. Tj. Bintang, Kabupaten Lampung Selatan, Lampung 35361",Buka 24 Jam,0.0,728.84 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:21:11
SPKLU PLN ULP RIMBO BUJANG,"Jl. Pahlawan, Unit 2, Wirotho Agung, Kec. Rimbo Bujang, Kabupaten Tebo, Jambi 37253",Buka 24 Jam,0.0,145.26 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:35:14
SPKLU PLN ULP UJUNG BATU,"Jl. Raya Ujung Batu - Bonai Darussalam, Ngaso, Kec. Ujung Batu, Kabupaten Rokan Hulu, Riau",Buka 24 Jam,5.0,139.17 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:33:56
SPKLU MALL PELAYANAN PUBLIK JAMBI,"Jalan Paal Lima, Kota Baru, Kota Jambi",Buka 24 Jam,5.0,296.49 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:42:56
SPKLU PLN ULP PAYAKUMBUH,"Jl. Moh. Yamin, Padang Tiakar Hilir, Kec. Payakumbuh Timur, Kota Payakumbuh, Sumatera Barat 26212",Buka 24 Jam,4.67,73.77 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:19:34
SPKLU PLN ULP SEI RAMPAH,"Jl. Medan - Tebing Tinggi No.300, Firdaus, Kec. Sei Rampah, Kabupaten Serdang Bedagai, Sumatera Utara 20995",Buka 24 Jam,0.0,481.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:54:30
SPKLU PLN ULP BANGKO,"Jalan Kesehatan, Pematang Kandis Kec. Bangko Kab.Merangin Jambi",Buka 24 Jam,5.0,224.90 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:39:34
SPKLU PLN MK CAR WASH,"Jl. Lintas Utama Sumatera No.km 3, Sungai Rumbai, Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,5.0,113.17 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 13:28:27
SPKLU PLN ULP TAIS,"Lubuk Kebur, Kec.Seluma, Kab.Seluma, Bengkulu 38878",Buka 24 Jam,5.0,443.34 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:51:27
SPKLU PLN ULP LUBUK SIKAPING,"Jl. Ratulangi 13, Pauah, Kec. Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat 26318",Buka 24 Jam,5.0,134.45 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:32:55
SPKLU PLN TRANSMART PADANG,"Jl. Khatib Sulaiman No.85, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25137",Buka 24 Jam,5.0,126.86 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-17 13:31:22
SPKLU PLN ULP KISARAN,"Jl. Listrik No.1, Tegal Sari, Kec. Kota Kisaran Barat, Kabupaten Asahan, Sumatera Utara 21211",Buka 24 Jam,3.58,405.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:48:44
SPKLU PLN ULP LIMA PULUH KOTA,"Koto Tuo, Kec. Harau, Kabupaten Lima Puluh Kota, Sumatera Barat 26271",Buka 24 Jam,0.0,73.14 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:18:58
SPKLU PLN ULP LUBUK LINGGAU,"Jl. Yos Sudarso No.5,  Kota Lubuk Linggau, Sumatera Selatan",Buka 24 Jam,5.0,376.16 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-17 13:46:15
SPKLU ULP TAPAK TUAN,"Desa Jambo Apha, Kecamatan Tapak Tuan, Kabupaten Aceh Selatan, Aceh 23715",Buka 24 Jam,5.0,603.18 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:12:56
SPKLU PLN KP SEI PAKNING,"Jl. Sungai Selari, Kec. Bukit Batu, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.0,204.24 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 13:38:17
SPKLU REST AREA KM 116 B LAMPUNG TENGAH,"SPKLU Rest Area km 116 B, Bumi Ratu Nuban, Lampung Tengah",Buka 24 Jam,4.66,687.08 km,3/3 Konektor Tersedia,(),(),2025-05-17 14:16:33
SPKLU PLN UP3 TANJUNG KARANG,"Jl. Diponegoro No.14, Gotong Royong, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35213",Buka 24 Jam,4.86,719.05 km,3/3 Konektor Tersedia,"('4 kW', '50 kW', '50 kW')","(1, 1, 1)",2025-05-17 14:19:50
SPKLU PLN ULP LABUHAN,"Jl. KL. Yos Sudarso, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242",Buka 24 Jam,5.0,525.56 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:07:14
SPKLU SUMUT SPORT CENTRE ASTAKA,"Jl. Williem Iskandar No.9, Kenangan Baru, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371",Buka 24 Jam,4.56,517.74 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-17 14:03:25
SPKLU PLN ULP TALUK KUANTAN,"Ps. Taluk, Kec. Kuantan Tengah, Kabupaten Kuantan Singingi, Riau 29566",Buka 24 Jam,4.85,40.84 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 13:17:55
SPKLU Kantor ULP Talang Padang,"Jl. Raden Intan No.76, Suka Merindu, Kec. Talang Padang, Kabupaten Tanggamus, Lampung 35377",Buka 24 Jam,5.0,682.61 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:16:09
SPKLU PLN ULP MUARA AMAN,"Jalan Pangeran Zainal Abidin , Kab. Lebong, Bengkulu",Buka 24 Jam,0.0,330.54 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:44:09
SPKLU PLN ULP PEMATANGSIANTAR,"Jl. Kapten M.H. Sitorus No.1, Proklamasi, Kec. Siantar Bar., Kota Pematang Siantar, Sumatera Utara 21117",Buka 24 Jam,5.0,436.29 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:50:41
SPKLU HOTEL MERCURE BENGKULU,"Jl. S. Parman No.27, Padang Jati, Kec. Ratu Samban, Kota Bengkulu, Provinsi Bengkulu 38227",Buka 24 Jam,5.0,404.40 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:48:34
SPKLU Taman Merdeka Kota Metro,"Jl. AH Nasution, Imopuro, Kec. Metro Pusat, Kota Metro, Lampung",Buka 24 Jam,4.72,695.79 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-17 14:16:43
SPKLU PLN ULP BENGKALIS,"Jl. Antara, Rimba Sekampung, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.0,213.91 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 13:38:58
SPKLU PLN ULP KOTABARU,"‎‎Jl‎.  ‎Nuri Jelutung‎, ‎Kota Jambi‎, ‎36133‎",Buka 24 Jam,4.0,296.59 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:43:12
SPKLU KANTOR UP3 METRO,"Jl. Letjend Alamsyah Ratu Prawira Negara, Metro, Kec. Metro Pusat, Kota Metro, Lampung 34124",Buka 24 Jam,5.0,697.07 km,2/2 Konektor Tersedia,"('50 kW', '50 kW')","(1, 1)",2025-05-17 14:16:58
SPKLU PLN ULP NUSA INDAH,"Jl. Pangeran Natadirja No.65, Jl. Gedang, Kec. Gading Cempaka, Kota Bengkulu, Bengkulu 38225",Buka 24 Jam,0.0,407.45 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:49:00
SPKLU PLN ULP MEDAN TIMUR,"Jl. Durung, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222",Buka 24 Jam,4.79,518.19 km,0/2 Konektor Tersedia,"('22 kW', '22 kW')","(0, 0)",2025-05-17 14:04:35
SPKLU PLN UIP SBS,"Jl. Residen Abdul Rozak, Palembang, Sumatera Selatan",Buka 24 Jam,5.0,487.18 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-17 13:57:08
SPKLU Rest Area KM 172-B Tulang Bawang Barat,"Rest Area KM 172-B Tulang Bawang Barat, Lampung",Buka 24 Jam,4.44,644.06 km,4/4 Konektor Tersedia,"('22 kW', '50 kW', '50 kW', '22 kW')","(1, 1, 1, 1)",2025-05-17 14:15:09
SPKLU PLN ULP TAKENGON,"Jl. Lebe Kader No.89, Simpang Empat, Kec. Bebesen, Kabupaten Aceh Tengah, Aceh",Buka 24 Jam,4.0,735.49 km,1/1 Konektor Tersedia,"('25 kW',)","(1,)",2025-05-17 14:21:37
SPKLU PLN ULP BRASTAGI,"Jl. Udara No.7, Gundaling I, Berastagi, Gundaling I, Kec. Berastagi, Kab. Karo, Sumatera Utara",Buka 24 Jam,4.71,493.56 km,2/2 Konektor Tersedia,"('30 kW', '30 kW')","(1, 1)",2025-05-17 13:58:44
SPKLU PLN KP PANTI,"Jl lintas Panti, Panti, Kabupaten Pasaman, Sumatera Barat 26352",Buka 24 Jam,0.0,157.09 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:35:40
SPKLU PLN ULP TEMBILAHAN,"Jl. Gn. Daek, Tembilahan Kota, Kec. Tembilahan, Kabupaten Indragiri Hilir, Riau",Buka 24 Jam,4.83,205.70 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 13:38:33
SPKLU PLN RS SITI RAHMAH,"Jl. By Pass No.KM.15, Aie Pacah, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,0.0,121.98 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 13:29:39
SPKLU Rest Area KM 36 B Bangkinang - Pekanbaru,"Jl. Tol Pekanbaru - Bangkinang KM 36 B, Muara Jalai, Kec. Bangkinang, Kabupaten Kampar, Riau 21184",Buka 24 Jam,1.0,81.13 km,0/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(0, 1, 1)",2025-05-17 13:21:56
SPKLU KANTOR DINAS ESDM,"Jl. Angkatan 45 No.2440, Palembang, Sumatera Selatan",Buka 24 Jam,0.0,485.20 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-17 13:55:37
SPKLU PLN ULP CURUP,"Jl. Ahmad Yani No.77, Sukaraja, Kec. Curup Timur, Kabupaten Rejang Lebong, Bengkulu 39119",Buka 24 Jam,5.0,377.98 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:46:31
SPKLU PLN ULP KOTA BARAT,"Jl. Dirgantara Timur No.59, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289",Buka 24 Jam,5.0,84.42 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:23:27
SPKLU PLN ULP TEUNOM,"Desa Panton, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653",Buka 24 Jam,0.0,803.48 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 14:27:13
SPKLU PLN ULP LIPAT KAIN,"Lipat Kain, Kec. Kampar Kiri, Kabupaten Kampar, Riau 28471",Buka 24 Jam,5.0,35.24 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:17:45
SPKLU PLN MESJID SYUHADA PALANGKI,"Simpang 4 palangki, Koto Baru, Kec. IV Nagari, Kabupaten Sijunjung, Sumatera Barat 27564",Buka 24 Jam,5.0,66.45 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:18:32
SPKLU Rest Area 163-A Lampung Tengah,SPKLU Rest Area 163-A Lampung Tengah,Buka 24 Jam,4.82,651.20 km,4/4 Konektor Tersedia,"('22 kW', '22 kW', '60 kW', '60 kW')","(1, 1, 1, 1)",2025-05-17 14:15:43
SPKLU PLN PANDAN VIEW,"Jln. Mandeh, Ampang Pulai, Koto XI Tarusan, Kabupaten Pesisir Selatan, Sumatera Barat 25654",Buka 24 Jam,5.0,141.43 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:34:12
SPKLU TRANSMART PEKANBARU A,"Jl. Musyawarah No.11, Labuh Baru Tim., Kec. Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,0.0,87.13 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:24:24
SPKLU PLN ULP BATURAJA,"Jl. Jend. Ahmad Yani, Baturaja Lama, Kec. Baturaja Timur, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32121",Buka 24 Jam,0.0,531.49 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-17 14:07:24
SPKLU KOLAM RENANG KELOK SIKABU,"Kelok Sikabu, Koto Tuo, Kec. Iv Koto, Kabupaten Agam, Sumatera Barat 26161",Buka 24 Jam,0.0,107.51 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:27:51
SPKLU PLN ULP KENTEN,"Palembang, Suka Maju, Kec. Sako, Kota Palembang, Sumatera Selatan 30961",Buka 24 Jam,0.0,484.59 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:55:21
SPKLU PLN UP3 LANGSA,"Jl. Jend. Ahmad Yani No.6, Gp. Jawa, Langsa Kota, Aceh",Buka 24 Jam,4.5,642.85 km,3/3 Konektor Tersedia,"('22 kW', '100 kW', '100 kW')","(1, 1, 1)",2025-05-17 14:14:49
SPKLU PLN CAMBRIDGE CITY SQUARE MEDAN,"Jl. S. Parman No.217, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152",Buka 24 Jam,4.72,518.06 km,0/2 Konektor Tersedia,"('100 kW', '100 kW')","(0, 0)",2025-05-17 14:04:00
SPKLU PLN S2JB Demang,"Jalan Demang Lebar Daun No. 170 Palembang, Sumatera Selatan",Buka 24 Jam,4.74,484.02 km,4/4 Konektor Tersedia,"('30 kW', '22 kW', '60 kW', '60 kW')","(1, 1, 1, 1)",2025-05-17 13:55:11
SPKLU PLN UP3 SOLOK,"Jl. Prof Dr Hamka, Kota Solok, Sumatera Barat",Buka 24 Jam,4.86,92.90 km,3/3 Konektor Tersedia,"('22 kW', '25 kW', '25 kW')","(1, 1, 1)",2025-05-17 13:25:50
SPKLU PLN REST AREA KM 65B,"Tanah Raja, Kec. Sei Rampah, Kabupaten Serdang Bedagai, Sumatera Utara 20986",Buka 24 Jam,5.0,489.03 km,1/2 Konektor Tersedia,"('100 kW', '100 kW')","(0, 1)",2025-05-17 13:57:50
SPKLU PLN ICON + SBU SBT,"Jl. Soekarno - Hatta, Sidomulyo Tim., Kota Pekanbaru, Riau",Buka 24 Jam,3.17,81.63 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 13:22:21
SPKLU Cafe Monocsky,"Jl. Pramuka, Lembah Sari, Kota Pekanbaru, Riau",Buka 24 Jam,5.0,96.27 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:26:17
SPKLU PLN ULP RIMO,"Jl. Iskandar Muda, Rimo, Kec. Gn Meriah, Kab. Aceh Singkil, Aceh, 24791",Buka 24 Jam,5.0,474.86 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:53:46
SPKLU WING HUB KUALANAMU,"Komplek Hub, Kualanamu Hub Commercial Bizpark, Jl. Arteri Kualanamu No.9, Tumpatan Nibung, Kec. Batang Kuis, Kabupaten Deli Serdang, Sumatera Utara 20372",Buka 24 Jam,4.62,509.33 km,5/5 Konektor Tersedia,"('22 kW', '60 kW', '60 kW', '60 kW', '60 kW')","(1, 1, 1, 1, 1)",2025-05-17 14:01:10
SPKLU HOTEL HOLIDAY INN LAMPUNG BUKIT RANDU,"Jl. Kamboja No.1, RW.2, Kb. Jeruk, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35121",Buka 24 Jam,4.2,718.31 km,2/2 Konektor Tersedia,(),(),2025-05-17 14:19:11
SPKLU MALL BOEMI KEDATON,"Jl. Teuku Umar No.1, Labuhan Ratu, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132",Buka 24 Jam,3.63,715.41 km,1/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 0)",2025-05-17 14:18:44
SPKLU SANTIKA MEDAN,"Jl. Kapten Maulana Lubis No.7, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111",Buka 24 Jam,1.0,518.15 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-17 14:04:15
SPKLU PLN ULP SUNGAI PENUH,"Jl. RE Martadinata No.1 Kota Sungai Penuh, Jambi",Buka 24 Jam,3.5,197.95 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 13:37:43
