Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU PLN ULP KOTABARU,"‎‎Jl‎.  ‎Nuri Jelutung‎, ‎Kota Jambi‎, ‎36133‎",Buka 24 Jam,4.00,249.07 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:40:48
SPKLU PLN KP RIMBO DATA,"Tanjuang Balik, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,0.00,124.86 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:26:20
SPKLU PLN ULP BENGKALIS,"Jl. Antara, Rimba Sekampung, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.00,214.38 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 11:37:27
SPKLU PLN ULP PERAWANG,"Jl. Moh. Ali, Perawang Bar., Kec. Tualang, Kabupaten Siak, Riau",Buka 24 Jam,0.00,121.23 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 11:24:20
SPKLU KAMPUS UNAND 2 PYK,"Jl. Rangkayo Rasuna Said, Kubu Gadang, Kec. Payakumbuh Utara, Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,5.00,121.57 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:25:12
SPKLU PLN WARONG ESSY,"Sungai Rumbai Tim., Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,0.00,88.60 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:18:49
SPKLU SWISS-BELHOTEL JAMBI,"Jl. Prof. Dr Jl. Sumantri Brojonegoro No.1, Solok Sipin, Kecamatan Danau Sipin, Kota Jambi, Jambi 36121",Buka 24 Jam,4.33,247.19 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:39:40
SPKLU PLN ULP KOTA PINANG,"Jl. Lintas Sumatra, Kota Pinang, Kec. Kota Pinang, Kab. Labuhanbatu Selatan, Sumatera Utara 21464",Buka 24 Jam,0.00,313.84 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:43:04
SPKLU PLN ULP INDARUNG,"Jl. Padang - Bengkulu, Batung Taba Nan XX, Kec. Lubuk Begalung, Kota Padang, Sumatera Barat 25154",Buka 24 Jam,5.00,159.16 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:30:42
SPKLU PLN ICON + SBU SBT,"Jl. Soekarno - Hatta, Sidomulyo Tim., Kota Pekanbaru, Riau",Buka 24 Jam,3.17,102.14 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 11:19:54
SPKLU TANG AIA CAFE & RESTO,"Jl. Lintas Sumatera Tengah Nagari Kunangan Parit Rantang, Kamang Baru, Kabupaten Sijunjung, Sumatera Barat",Buka 24 Jam,5.00,66.50 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-17 11:17:15
SPKLU PLAZA ANDALAS,"Jalan Pemuda ( Plaza Andalas Lt.2 No.11 Kel, Jl. Blk. Olo, Olo, Kec. Padang Bar., Kota Padang, Sumatera Barat",Buka 24 Jam,0.00,162.52 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:33:16
SPKLU Taman AeroSport,"Jl. Kaharuddin Nst No.169c, Perhentian Marpoyan, Kota Pekanbaru, Riau",Buka 24 Jam,0.00,102.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:20:09
SPKLU PLN BANDARA MINANG KABAU,"Jl. Katapiang, Kec. Batang Anai, Kabupaten Padang Pariaman, Sumatera Barat 25586 (P7)",Buka 24 Jam,5.00,164.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:33:42
SPKLU PLN KP BONJOL,"Jalan Trans Sumatera Bukittinggi - Padang Sidempuan No. 93, Ganggo Hilia, Bonjol, Ganggo Mudiak, Kec. Bonjol, Kabupaten Pasaman, Sumatera Barat 26381",Buka 24 Jam,0.00,172.65 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:34:09
SPKLU PLN ULP SIAK SRI INDRAPURA,"Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau",Buka 24 Jam,5.00,139.74 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 11:28:33
SPKLU PLN ULP TANJUNG UBAN,"Jalan Indunsuri, Kelurahan Tanjung Uban Selatan ,Kecamatan Bintan Utara, Kabupaten Bintan Provinsi Kepulauan Riau",Buka 24 Jam,5.00,324.80 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-17 11:43:19
SPKLU PLN ULP PASIR PANGARAIAN,"Jl. Koperasi No.3, Pasir Pengaraian, Rambah Tengah Utara, Kabupaten Rokan Hulu, Riau",Buka 24 Jam,5.00,212.44 km,0/1 Konektor Tersedia,"('30 kW',)","(0,)",2025-05-17 11:37:11
SPKLU Rest Area KM 36 B Bangkinang - Pekanbaru,"Jl. Tol Pekanbaru - Bangkinang KM 36 B, Muara Jalai, Kec. Bangkinang, Kabupaten Kampar, Riau 21184",Buka 24 Jam,1.00,118.21 km,0/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(0, 0, 0)",2025-05-17 11:23:21
SPKLU PLN ULP MUARA AMAN,"Jalan Pangeran Zainal Abidin , Kab. Lebong, Bengkulu",Buka 24 Jam,0.00,303.93 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:42:43
SPKLU PLN HOTEL EMERSIA,"Jl. Hamka No.41Jorong Parak Juar, Jl. Hamka No.60, Baringin, Kec. Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat 27211",Buka 24 Jam,5.00,125.49 km,1/1 Konektor Tersedia,(),(),2025-05-17 11:26:42
SPKLU PLN TRANSMART PADANG,"Jl. Khatib Sulaiman No.85, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25137",Buka 24 Jam,5.00,160.88 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-17 11:31:53
SPKLU PLN UP3 PADANGSIDIMPUAN,"Jl. Raja Inal Siregar No.11A, Batunadua Jae, Kec. Padangsidimpuan Batunadua, Kota Padang Sidempuan, Sumatera Utara 22733",Buka 24 Jam,5.00,338.10 km,1/2 Konektor Tersedia,"('30 kW', '22 kW')","(0, 1)",2025-05-17 11:43:48
SPKLU PLN KTR WALI KOTA PADANG PANJANG,"Silaing Bawah, Kota Padang Panjang, Sumatera Barat",Buka 24 Jam,4.83,147.77 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 11:28:59
SPKLU PLN MK CAR WASH,"Jl. Lintas Utama Sumatera No.km 3, Sungai Rumbai, Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,5.00,86.84 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 11:18:23
SPKLU PLN ULP AIR MOLEK,"Jl Sultan Ibrahim, Candirejo, Kec. Pasir Penyu, Kabupaten Indragiri Hulu, Riau",Buka 24 Jam,5.00,63.93 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 11:17:05
SPKLU PLN ULP TAIS,"Lubuk Kebur, Kec.Seluma, Kab.Seluma, Bengkulu 38878",Buka 24 Jam,5.00,415.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:48:09
SPKLU MALL PELAYANAN PUBLIK JAMBI,"Jalan Paal Lima, Kota Baru, Kota Jambi",Buka 24 Jam,5.00,249.05 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:40:38
SPKLU KANTOR BUPATI PASAMAN,"Jl. Jend. Sudirman, Pauah, Kec. Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat 26318",Buka 24 Jam,0.00,183.43 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:35:26
SPKLU PLN ZILA CAFE,"Jl. Padang - Alahan Panjang, Simpang Tj. Nan IV, Kec. Danau Kembar, Kabupaten Solok, Sumatera Barat 27383",Buka 24 Jam,5.00,128.53 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:27:26
SPKLU PLN ULP RIMBO BUJANG,"Jl. Pahlawan, Unit 2, Wirotho Agung, Kec. Rimbo Bujang, Kabupaten Tebo, Jambi 37253",Buka 24 Jam,0.00,108.03 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:22:14
SPKLU HOTEL MERCURE BENGKULU,"Jl. S. Parman No.27, Padang Jati, Kec. Ratu Samban, Kota Bengkulu, Provinsi Bengkulu 38227",Buka 24 Jam,5.00,378.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:46:16
SPKLU PLN ULP BAGAN BATU,"Bagan Batu, Kec. Bagan Sinembah, Torgamba, Kab. Labuhanbatu Selatan, Sumatera Utara",Buka 24 Jam,4.89,275.83 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-17 11:42:01
SPKLU PLN ULP CURUP,"Jl. Ahmad Yani No.77, Sukaraja, Kec. Curup Timur, Kabupaten Rejang Lebong, Bengkulu 39119",Buka 24 Jam,5.00,348.51 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:45:19
SPKLU SOLOK PREMIERE HOTEL SYARIAH,"Jl. Nasir Sutan Pamuncak, Ps. Pandan Air Mati, Kec. Tj. Harapan, Kota Solok, Sumatera Barat 27322",Buka 24 Jam,5.00,123.75 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:25:54
SPKLU PLN ULP MUARA BULIAN,"‎Jl‎. ‎Jenderal Sudirman‎, ‎Kab Batang Hari‎, ‎36613‎",Buka 24 Jam,0.00,223.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:38:08
SPKLU PLN AIR BANGIS,"JL. H.BAKRI SULAIMAN, Aia Bangih, Sungai Beremas, West Pasaman Regency, Sumatra Barat 26573",Buka 24 Jam,5.00,268.95 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:41:51
SPKLU PLN ULP MENTOK,"JL. Jenderan Basuki Rachmat, Air Belo, Mentok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung 33351",Buka 24 Jam,5.00,424.59 km,3/3 Konektor Tersedia,"('7 kW', '100 kW', '100 kW')","(1, 1, 1)",2025-05-17 11:49:09
SPKLU Hotel Umega,"Jl. Trans Sumatera Km. 200, Gunung Medan, Muara Bungo - Solok, Kabupaten Dharmasraya, Sumatera Barat 27573",Buka 24 Jam,5.00,67.70 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:17:31
SPKLU PLN ULP LIMA PULUH KOTA,"Koto Tuo, Kec. Harau, Kabupaten Lima Puluh Kota, Sumatera Barat 26271",Buka 24 Jam,0.00,121.14 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:23:58
SPKLU PLN ULP TELANAI PURA,"Jalan Kol. Amir Hamza Lrg. Selamat, Telanaipura, Jambi, Provinsi Jambi 36124",Buka 24 Jam,0.00,246.82 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:39:30
SPKLU PLN PANDAN VIEW,"Jln. Mandeh, Ampang Pulai, Koto XI Tarusan, Kabupaten Pesisir Selatan, Sumatera Barat 25654",Buka 24 Jam,5.00,167.78 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:33:53
SPKLU LA PIT STOP CAR WASH,"Jl. Raya Padang - Bukittinggi, Lubuk Alung, Kec. Lubuk Alung, Kabupaten Padang Pariaman, Sumatera Barat 25582",Buka 24 Jam,5.00,161.40 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:33:00
SPKLU PLN ULP TANJUNG BALAI,"Jl. Jendral Sudirman, Tj. Balai Kota I, Tanjungbalai Selatan, Kota Tanjung Balai, Sumatera Utara 21334",Buka 24 Jam,1.00,430.25 km,1/1 Konektor Tersedia,(),(),2025-05-17 11:49:45
SPKLU SIDE WALK COFFEE,"Jl. Jendral Sudirman.279 Payolinyam, Kaning Bukik, Kota Payakumbuh, Sumatera Barat 26217",Buka 24 Jam,0.00,121.50 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:24:46
SPKLU PLN ULP BELANTI,"Jl. Khatib Sulaiman No.46, Ulak Karang Selatan, Kec. Padang Utara, Kota Padang, Sumatera Barat 25173",Buka 24 Jam,4.88,160.74 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-17 11:31:39
SPKLU PLN ULP SAWAHLUNTO,"Jl. Khatib Sulaiman, Santur, Kec. Barangin, Kota Sawahlunto, Sumatera Barat 27355",Buka 24 Jam,5.00,110.90 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:22:40
SPKLU PLN ULP SINGKARAK,"Sumani, X Koto Singkarak, Solok Regency, West Sumatra 27356",Buka 24 Jam,5.00,128.79 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:27:42
SPKLU HOTEL BUNDA BUKITTINGGI,"Jl. Ahmad Karim No.17, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.75,150.71 km,1/1 Konektor Tersedia,"('4 kW',)","(1,)",2025-05-17 11:29:51
SPKLU PLN KP PANTI,"Jl lintas Panti, Panti, Kabupaten Pasaman, Sumatera Barat 26352",Buka 24 Jam,0.00,205.19 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:37:00
SPKLU PLN ULP PADANG PANJANG,"Padang Panjang, Silaing Bawah, Kec. Padang Panjang Bar., Kota Padang Panjang, Sumatera Barat 27118",Buka 24 Jam,5.00,147.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:29:09
SPKLU PLN UP3 PEKANBARU,Jl. DR Setia Budhi No 57 Pekanbaru,Buka 24 Jam,4.81,109.82 km,1/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(0, 1, 0)",2025-05-17 11:22:29
SPKLU PLN ULP PARIAMAN,"Pd. II, Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25513",Buka 24 Jam,5.00,179.32 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:34:35
SPKLU PLN ULP Tanjungpinang Kota,"Jalan Ir Sutami, Kelurahan Tanjung Pinang Timur, Kecamatan Bukit Bestari Kota Tanjungpinang Provinsi Kepulauan Riau",Buka 24 Jam,5.00,338.55 km,2/2 Konektor Tersedia,"('22 kW', '4 kW')","(1, 1)",2025-05-17 11:44:22
SPKLU Rest Area KM 65 B Pekanbaru - Dumai,"Jl. Tol Pekanbaru - Dumai No. KM 65 B, Tengganau, Kec. Pinggir, Kabupaten Bengkalis, Riau 28784",Buka 24 Jam,4.50,176.88 km,2/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 0)",2025-05-17 11:34:19
SPKLU MASJID AL IHSAN PANGKALAN,"Pangkalan, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,3.67,123.59 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:25:38
SPKLU PLN ULP BANGKO,"Jalan Kesehatan, Pematang Kandis Kec. Bangko Kab.Merangin Jambi",Buka 24 Jam,5.00,191.70 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:36:02
SPKLU PLN ULP LUBUK SIKAPING,"Jl. Ratulangi 13, Pauah, Kec. Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat 26318",Buka 24 Jam,5.00,182.98 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:35:11
SPKLU PLN UIW SUMBAR,"Jl. Dr. Wahidin No. 8 Sawahan, Kota Padang, Sumatera Barat",Buka 24 Jam,4.91,160.63 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-17 11:31:23
SPKLU PLN ULP LUBUK BASUNG,"Lubuk Basung, Kec. Lubuk Basung, Kabupaten Agam, Sumatera Barat 26452",Buka 24 Jam,0.00,187.82 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:35:52
SPKLU PLN ULP RENGAT KOTA,"Jl. Laksamana Laut Yos Sudarso, Sekip Hulu, Kec. Rengat, Kabupaten Indragiri Hulu, Riau 29314",Buka 24 Jam,0.00,92.55 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:19:17
SPKLU PLN ULP PAYAKUMBUH,"Jl. Moh. Yamin, Padang Tiakar Hilir, Kec. Payakumbuh Timur, Kota Payakumbuh, Sumatera Barat 26212",Buka 24 Jam,4.67,121.18 km,1/1 Konektor Tersedia,(),(),2025-05-17 11:24:09
SPKLU PLN ULP SEKAYU,"Jl. Kopral Hanafiah, Serasan Jaya, Kec. Sekayu, Kabupaten Musi Banyuasin, Sumatera Selatan 30711",Buka 24 Jam,5.00,360.64 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:45:45
SPKLU PLN UP3 PADANG,"Jl. S. Parman No.221, Ulak Karang Utara, Kec. Padang Utara, Kota Padang, Sumatera Barat",Buka 24 Jam,5.00,161.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:32:50
SPKLU PLN ULP MUARA SABAK,"Jl‎. ‎Sultan Thaha‎, ‎Tanjung Jabung Timur‎, ‎36761‎",Buka 24 Jam,0.00,247.37 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:39:56
SPKLU PLN MESJID SYUHADA PALANGKI,"Simpang 4 palangki, Koto Baru, Kec. IV Nagari, Kabupaten Sijunjung, Sumatera Barat 27564",Buka 24 Jam,5.00,97.27 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:19:28
SPKLU PLN ULP SIJUNJUNG,"Muaro, Kecamaten Sijunjung, Kabupaten Sijunjung, Sumatera Barat 27513",Buka 24 Jam,5.00,88.56 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:18:33
SPKLU PLN UP3 BANGKINANG,"Jl. Bangkinang-Payakumbuh, Merangin, Kabupaten Kampar, Riau",Buka 24 Jam,5.00,119.67 km,2/2 Konektor Tersedia,"('50 kW', '50 kW')","(1, 1)",2025-05-17 11:23:47
SPKLU PLN ULP PANAM,Jl. HR Soebrantas No Km Rw 12 Simpang Baru.Kecamatan Tampan Kota Pekanbaru Riau,Buka 24 Jam,0.00,104.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 11:20:56
