Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU Summarecon Tangerang Marketing Gallery,"Jl. Bulevard Raya BLR 001, Summarecon, Tangerang, Kabupaten Tangerang, Banten 15810",Buka 24 Jam,0.00,879.52 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-17 16:40:33
SPKLU Apartemen Annora Living,"Jl Jendral Sudirman No.9, Babakan, Tangerang, Sukasari, Kecamatan Tangerang, RT.005/RW.013, Sukasari, Kec. Tangerang, Kota Tangerang, Banten 15118",Buka 24 Jam,5.00,882.28 km,2/2 Konektor Tersedia,(),(),2025-05-17 16:44:35
SPKLU PLN MESJID SYUHADA PALANGKI,"Simpang 4 palangki, Koto Baru, Kec. IV Nagari, Kabupaten Sijunjung, Sumatera Barat 27564",Buka 24 Jam,5.00,66.46 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:09:39
SPKLU PLN ULP Tanjungpinang Kota,"Jalan Ir Sutami, Kelurahan Tanjung Pinang Timur, Kecamatan Bukit Bestari Kota Tanjungpinang Provinsi Kepulauan Riau",Buka 24 Jam,5.00,374.44 km,2/2 Konektor Tersedia,"('22 kW', '4 kW')","(1, 1)",2025-05-17 15:38:18
"SPKLU REST AREA KM-87B NATAR, LAMPUNG SELATAN","Rest Area KM 87B Natar, Lampung Selatan, Lampung",Buka 24 Jam,3.72,710.27 km,3/3 Konektor Tersedia,"('A CCS2', 'B CCS2', '4 kW')","(1, 1, 1)",2025-05-17 16:09:53
SPKLU PLN ULP CALANG,"Desa Bahagia, Kec. Krueng Sabee, Kabupaten Aceh Jaya, Aceh 23655",Buka 24 Jam,5.00,836.73 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 16:22:50
SPKLU PLN ULP NUSA INDAH,"Jl. Pangeran Natadirja No.65, Jl. Gedang, Kec. Gading Cempaka, Kota Bengkulu, Bengkulu 38225",Buka 24 Jam,0.00,407.44 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:41:20
SPKLU PLN ULP PEMANGKAT,"Jl. Moh. Hambal, Pemangkat Kota, Kec. Pemangkat, Kabupaten Sambas, Kalimantan Barat 79453",Buka 24 Jam,5.00,868.58 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-17 16:31:21
SPKLU PLN ULP MUARA LABUH,"Jalan Batang Lawe, Muara Labuh, Pasir Talang Bar., Kec. Sungai Pagu, Kabupaten Solok Selatan, Sumatera Barat 27776",Buka 24 Jam,0.00,135.73 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:25:35
SPKLU PLN ULP STABAT,"Jl. Proklamasi, Kwala Bingai, Kec. Stabat, Kabupaten Langkat, Sumatera Utara 20811",Buka 24 Jam,5.00,546.63 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 16:00:45
SPKLU PELABUHAN BAKAUHENI,"Bakauheni, Kabupaten Lampung Selatan, Lampung",Buka 24 Jam,5.00,791.74 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-17 16:18:51
SPKLU PLN UP3 SOLOK,"Jl. Prof Dr Hamka, Kota Solok, Sumatera Barat",Buka 24 Jam,4.86,92.91 km,3/3 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:18:06
SPKLU PLN ULP LUBUK BASUNG,"Lubuk Basung, Kec. Lubuk Basung, Kabupaten Agam, Sumatera Barat 26452",Buka 24 Jam,0.00,141.71 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:26:37
SPKLU AZ-KO,"Jl Raya Citra, Tegal Alur, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Buka 24 Jam,5.00,882.80 km,2/3 Konektor Tersedia,"('22 kW', '22 kW', '22 kW')","(1, 1, 0)",2025-05-17 16:46:06
SPKLU PLN ULP TARUTUNG,"Jl. Guru Mangaloksa No.113, Hutauruk, Kec. Tarutung, Kabupaten Tapanuli Utara, Sumatera Utara 22452",Buka 24 Jam,5.00,364.85 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:37:44
SPKLU PLN UP3 TELUKNAGA,"JL. Raya Mauk, Sepatan, Tangerang, Banten, 15520, Indonesia",Buka 24 Jam,5.00,870.92 km,2/2 Konektor Tersedia,"('7 kW', '22 kW')","(1, 1)",2025-05-17 16:32:56
PLN UPDK JAMBI,"‎‎Jl. Dokter Setia Budi ,Rajawali, Kec. Jambi Tim., Kota Jambi, Jambi 36143",Buka 24 Jam,0.00,295.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:35:04
SPKLU SUMUT SPORT CENTRE ASTAKA,"Jl. Williem Iskandar No.9, Kenangan Baru, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371",Buka 24 Jam,4.56,517.76 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-17 15:55:41
SPKLU KAPEL KRUI,"Labuhan Jukung, Krui, Kp. Jawa, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874",Buka 24 Jam,0.00,616.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 16:05:46
SPKLU PLN TRANSMART PADANG,"Jl. Khatib Sulaiman No.85, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25137",Buka 24 Jam,5.00,126.87 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-17 15:23:36
SPKLU UJP Rest Area KM 45B Merak - Jakarta,"Jalan Tol Tangerang Merak KM 45, DS Pabuaran Kec. Jayanti Kab. Tangerang",Buka 24 Jam,4.55,865.11 km,5/5 Konektor Tersedia,"('160 kW', '160 kW', '60 kW', '60 kW', '22 kW')","(1, 1, 1, 1, 1)",2025-05-17 16:29:04
SPKLU PLN ULP SAROLANGUN,"Jl. Abdul Manaf No.60, Ps. Sarolangun, Kec. Sarolangun, Kabupaten Sarolangun, Jambi",Buka 24 Jam,5.00,273.74 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:32:55
SPKLU ALOHA PIK 2,"Jl. Laksamana Yos Sudarsono PIK 2, Dadap, Kec. Kosambi, Kabupaten Tangerang, Banten",Buka 24 Jam,4.45,878.61 km,3/7 Konektor Tersedia,"('22 kW', '22 kW', '22 kW', '100 kW', '100 kW', 'A CCS2', 'B CCS2')","(1, 1, 1, 0, 0, 0, 0)",2025-05-17 16:40:19
SPKLU Cafe Monocsky,"Jl. Pramuka, Lembah Sari, Kota Pekanbaru, Riau",Buka 24 Jam,5.00,96.27 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:18:32
SPKLU Ashta Arcade Blok A,"Jl. Raya Rajeg, Sindang Panon, Sindang Jaya, Kab. Tangerang, Banten",Buka 24 Jam,0.00,872.01 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 16:33:38
SPKLU UCI BENY Angke Heritage PIK 2,"Jl. M.H Thamrin Kav DJ-09, Salembaran, Kec. Kosambi, Kabupaten Tangerang, Banten 15214",Buka 24 Jam,4.67,875.83 km,2/3 Konektor Tersedia,"('22 kW', '120 kW', '120 kW')","(1, 1, 0)",2025-05-17 16:36:17
SPKLU Ashta Arcade Blok B,"Jl. Raya Rajeg, Sindang Panon, Sindang Jaya, Kab. Tangerang, Banten",Buka 24 Jam,5.00,871.87 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 16:33:27
SPKLU PLN WARONG ESSY,"Sungai Rumbai Tim., Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,0.00,115.16 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:20:52
SPKLU Paramount Petals Club House,"Jl. Boulevard Paramount Petals, Cukang Galih, Tangerang Regency, Banten",Buka 24 Jam,3.57,881.09 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 16:41:55
SPKLU PLN ULP BANGKO,"Jalan Kesehatan, Pematang Kandis Kec. Bangko Kab.Merangin Jambi",Buka 24 Jam,5.00,224.89 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:31:50
SPKLU Taman Merdeka Kota Metro,"Jl. AH Nasution, Imopuro, Kec. Metro Pusat, Kota Metro, Lampung",Buka 24 Jam,4.72,695.77 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-17 16:09:08
SPKLU PLN ULP AMPERA,"Jl. Gub. H.A. Bastari  Jakabaring, Palembang, Sumatera Selatan",Buka 24 Jam,4.88,490.37 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-17 15:50:30
SPKLU PLN ULP MANNA,"JL. Fatmawati,Kampung Baru, Kec. Kota Manna, Kabupaten Bengkulu Selatan, Bengkulu",Buka 24 Jam,0.00,494.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:51:36
SPKLU PLN UIW S2JB Rivai,Jalan Kapt. Arivai no. 37 Palembang,Buka 24 Jam,3.45,485.85 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-17 15:48:11
SPKLU PLN ULP PARAPAT,"Jl. Bangun Dolok Nomor 14 Girsang Sipangan Bolon, Simalungun, Sumatera Utara",Buka 24 Jam,4.29,418.44 km,5/5 Konektor Tersedia,"('22 kW', '25 kW', '25 kW', '50 kW', '50 kW')","(1, 1, 1, 1, 1)",2025-05-17 15:42:09
SPKLU PLN MK CAR WASH,"Jl. Lintas Utama Sumatera No.km 3, Sungai Rumbai, Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,5.00,113.16 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-17 15:20:41
SPKLU BANK SUMUT IMAM BONJOL,"Jl. Imam Bonjol No.18, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20212",Buka 24 Jam,5.00,517.37 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:54:49
SPKLU (ARISTA POWER) MERCEDES BENZ ARISTA MEDAN,"Jl. T. Amir Hamzah No.49, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20117",Buka 24 Jam,4.91,520.51 km,1/2 Konektor Tersedia,(),(),2025-05-17 15:58:19
SPKLU REST AREA KM 306 PALEMBANG,Ruas Tol Terbangi Besar - Pematang Panggang  - Kayu Agung,Buka 24 Jam,4.48,540.01 km,3/3 Konektor Tersedia,"('22 kW', 'A CCS2', 'B CCS2')","(1, 1, 1)",2025-05-17 16:00:35
SPKLU PLN ULP PANGKALAN BALAI,"Pangkalan Balai, Banyuasin III, Kab. Banyuasin, Sumatera Selatan",Buka 24 Jam,3.50,450.29 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-17 15:44:12
SPKLU WISMA UPDL SURALAYA,Jl. Suralaya – Salira - Kec. Puloampel - Kabupaten Serang - Banten,Buka 24 Jam,0.00,813.56 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-17 16:20:03
SPKLU KOLAM RENANG KELOK SIKABU,"Kelok Sikabu, Koto Tuo, Kec. Iv Koto, Kabupaten Agam, Sumatera Barat 26161",Buka 24 Jam,0.00,107.53 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:20:00
SPKLU WING HUB KUALANAMU,"Komplek Hub, Kualanamu Hub Commercial Bizpark, Jl. Arteri Kualanamu No.9, Tumpatan Nibung, Kec. Batang Kuis, Kabupaten Deli Serdang, Sumatera Utara 20372",Buka 24 Jam,4.62,509.35 km,5/5 Konektor Tersedia,"('22 kW', '60 kW', '60 kW', '60 kW', '60 kW')","(1, 1, 1, 1, 1)",2025-05-17 15:53:25
SPKLU PT Indomobil Trada Nasional,"Jl. Pantai Indah Selatan No.1, Penjaringan, Jakarta Utara, DKI Jakarta 14460",Buka 24 Jam,4.77,885.84 km,1/4 Konektor Tersedia,"('22 kW', '22 kW', '25 kW', '25 kW')","(0, 1, 0, 0)",2025-05-17 16:50:45
SPKLU Rest Area KM 36 B Bangkinang - Pekanbaru,"Jl. Tol Pekanbaru - Bangkinang KM 36 B, Muara Jalai, Kec. Bangkinang, Kabupaten Kampar, Riau 21184",Buka 24 Jam,1.00,81.14 km,2/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(0, 0, 0)",2025-05-17 15:13:00
SPKLU SOLOK PREMIERE HOTEL SYARIAH,"Jl. Nasir Sutan Pamuncak, Ps. Pandan Air Mati, Kec. Tj. Harapan, Kota Solok, Sumatera Barat 27322",Buka 24 Jam,5.00,90.86 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:17:24
SPKLU Flavor Bliss Suvarna Sutera,"Jl. Suvarna Sutera Blvd, Suka Harja, Kec. Sindang Jaya, Kabupaten Tangerang, Banten 15560",Buka 24 Jam,4.63,872.51 km,1/2 Konektor Tersedia,"('22 kW', '25 kW')","(1, 0)",2025-05-17 16:34:08
SPKLU PLN ULP SELAT PANJANG,"Jl.Yos sudarso., Kec. Tebing Tinggi, Kabupaten Kepulauan Meranti, Riau",Buka 24 Jam,0.00,211.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:30:58
SPKLU PLN ULP LUBUK SIKAPING,"Jl. Ratulangi 13, Pauah, Kec. Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat 26318",Buka 24 Jam,5.00,134.47 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:25:09
SPKLU LAMPUNG CITY MALL,"Jl. Yos Sudarso No.80, Bumi Waras, Kec. Bumi Waras, Kota Bandar Lampung",Buka 24 Jam,4.82,722.20 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 16:12:45
SPKLU TRANSMART PEKANBARU B,"Jl. Musyawarah No.11, Labuh Baru Tim., Kec. Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,4.00,87.10 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:16:33
SPKLU PLN GH LAHAT,"Jalan Kol. H.Burlian  Kel.Bandar Jaya Kec.Lahat Kabupaten Lahat, Sumatera Selatan 31412",Buka 24 Jam,4.92,460.86 km,3/3 Konektor Tersedia,"('22 kW', '50 kW', '50 kW')","(1, 1, 1)",2025-05-17 15:44:32
SPKLU PLN KP BONJOL,"Jalan Trans Sumatera Bukittinggi - Padang Sidempuan No. 93, Ganggo Hilia, Bonjol, Ganggo Mudiak, Kec. Bonjol, Kabupaten Pasaman, Sumatera Barat 26381",Buka 24 Jam,0.00,124.31 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:22:09
SPKLU PLN ULP Tebing Tinggi,"Jl. Jend. Sudirman No.287, Badak Bejuang, Tebing Tinggi Kota, Sumatera Utara",Buka 24 Jam,4.70,465.21 km,5/5 Konektor Tersedia,"('22 kW', '25 kW', '25 kW', '50 kW', '50 kW')","(1, 1, 1, 1, 1)",2025-05-17 15:45:20
SPKLU PLN ULP LHOKSEUMAWE KOTA,"Jl. Malikussaleh No.1, Lancang Garam, Kec. Banda Sakti, Kota Lhokseumawe, Aceh 24351",Buka 24 Jam,5.00,760.38 km,0/1 Konektor Tersedia,"('7 kW',)","(0,)",2025-05-17 16:17:27
SPKLU PLN SENTRALAND MEDAN,"Jl. Nikel, Sukaramai II, Kec. Medan Area, Kota Medan, Sumatera Utara 20224",Buka 24 Jam,4.91,515.79 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-17 15:54:18
