Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU PLN ULP Muratara,"Lawang Agung, Kec. Rupit, Kab. Musi Rawas Utara, Sumatera Selatan",Buka 24 Jam,0.0,283.30 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:49:09
SPKLU PLN ULP BAGAN BATU,"Bagan Batu, Kec. Bagan Sinembah, Torgamba, Kab. Labuhanbatu Selatan, Sumatera Utara",Buka 24 Jam,4.88,275.83 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 23:48:59
SPKLU PLN ULP KISARAN,"Jl. Listrik No.1, Tegal Sari, Kec. Kota Kisaran Barat, Kabupaten Asahan, Sumatera Utara 21211",Buka 24 Jam,3.58,442.45 km,1/1 Konektor Tersedia,(),(),2025-05-15 00:00:23
SPKLU PLN ULP SAWAHLUNTO,"Jl. Khatib Sulaiman, Santur, Kec. Barangin, Kota Sawahlunto, Sumatera Barat 27355",Buka 24 Jam,5.0,110.90 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:29:18
SPKLU PLN ULP PANGKALAN KERINCI,"JL. Akasia, Pangkalan Kerinci Bar., Kec. Pangkalan Kerinci, Kabupaten Pelalawan, Riau",Buka 24 Jam,5.0,90.95 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:25:40
SPKLU PLN ULP PANGKALAN BALAI,"Pangkalan Balai, Banyuasin III, Kab. Banyuasin, Sumatera Selatan",Buka 24 Jam,3.5,405.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:54:42
SPKLU PLN UP3 JAMBI,"Jl. Urip Sumoharjo No. 02, Telanaipura, Kota Jambi",Buka 24 Jam,4.92,246.57 km,4/4 Konektor Tersedia,"('22 kW', '60 kW', '60 kW', '22 kW')","(1, 1, 1, 1)",2025-05-14 23:46:12
SPKLU PLN ULP BANGKO,"Jalan Kesehatan, Pematang Kandis Kec. Bangko Kab.Merangin Jambi",Buka 24 Jam,5.0,191.70 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:42:52
SPKLU Rest Area KM 45 A Pekanbaru - Dumai,"Jl. Tol Pekanbaru - Dumai KM 45 A, Kandis, Kec. Kandis, Kabupaten Siak, Riau 26868",Buka 24 Jam,4.95,159.50 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 23:37:42
SPKLU PLN UP3 PAYAKUMBUH,"Jl. Raya Bukittinggi - Payakumbuh 48, Daya Bangun, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,4.69,122.80 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 23:32:08
SPKLU PLN ULP PADANG PANJANG,"Padang Panjang, Silaing Bawah, Kec. Padang Panjang Bar., Kota Padang Panjang, Sumatera Barat 27118",Buka 24 Jam,5.0,147.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:35:58
SPKLU PLN WARONG ESSY,"Sungai Rumbai Tim., Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684",Buka 24 Jam,0.0,88.60 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:25:30
SPKLU PLN ULP SIJUNJUNG,"Muaro, Kecamaten Sijunjung, Kabupaten Sijunjung, Sumatera Barat 27513",Buka 24 Jam,5.0,88.56 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:25:14
SPKLU PLN MESJID SYUHADA PALANGKI,"Simpang 4 palangki, Koto Baru, Kec. IV Nagari, Kabupaten Sijunjung, Sumatera Barat 27564",Buka 24 Jam,5.0,97.27 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:26:06
SPKLU PLN ULP RIMBO BUJANG,"Jl. Pahlawan, Unit 2, Wirotho Agung, Kec. Rimbo Bujang, Kabupaten Tebo, Jambi 37253",Buka 24 Jam,0.0,108.04 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:28:52
SPKLU Hotel Prime Park,"Jl. Jendral Sudirman No 3, Simpang Tiga, Kota Pekanbaru, Riau",Buka 24 Jam,0.0,103.05 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:26:58
SPKLU PLN KP PANTI,"Jl lintas Panti, Panti, Kabupaten Pasaman, Sumatera Barat 26352",Buka 24 Jam,0.0,205.19 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:43:54
SPKLU PONGEK OR,"Jl. Khatib Sulaiman, Limbukan, Kec. Payakumbuh Sel., Kota Payakumbuh, Sumatera Barat 26225",Buka 24 Jam,5.0,123.81 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:32:44
SPKLU PLN ULP TELANAI PURA,"Jalan Kol. Amir Hamza Lrg. Selamat, Telanaipura, Jambi, Provinsi Jambi 36124",Buka 24 Jam,0.0,246.82 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:46:22
SPKLU PLN UP3 PADANGSIDIMPUAN,"Jl. Raja Inal Siregar No.11A, Batunadua Jae, Kec. Padangsidimpuan Batunadua, Kota Padang Sidempuan, Sumatera Utara 22733",Buka 24 Jam,5.0,338.10 km,2/2 Konektor Tersedia,"('30 kW', '22 kW')","(1, 1)",2025-05-14 23:50:47
SPKLU PLN ULP PANAM,Jl. HR Soebrantas No Km Rw 12 Simpang Baru.Kecamatan Tampan Kota Pekanbaru Riau,Buka 24 Jam,0.0,104.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:27:34
SPKLU PLN ULP PENDOPO,"Jalan Merdeka Talang Ubi Selatan Pendopo, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31212",Buka 24 Jam,0.0,394.86 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:54:02
SPKLU PLN ULP LIMA PULUH KOTA,"Koto Tuo, Kec. Harau, Kabupaten Lima Puluh Kota, Sumatera Barat 26271",Buka 24 Jam,0.0,121.14 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:30:34
SPKLU PLN ULP MUARA TEBO,"Jl. H. Mansyur Desa Baru Muara Tebo, Kab Muara Tebo, Jambi",Buka 24 Jam,4.0,143.08 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:35:32
SPKLU KANTOR DINAS ESDM,"Jl. Angkatan 45 No.2440, Palembang, Sumatera Selatan",Buka 24 Jam,0.0,439.55 km,0/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 23:58:30
SPKLU MASJID H. ALIUS,"Koto Gaek Guguak, Kec. Gn. Talang, Kabupaten Solok, Sumatera Barat 27365",Buka 24 Jam,5.0,136.07 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:34:40
SPKLU POSKO YANTEK BELILAS,"Jln Lintas Sumatera, Pangkalan Kasai, Kabupaten Indragiri Hulu, Riau",Buka 24 Jam,5.0,78.84 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 23:24:38
SPKLU PLN ULP DURI,"Jl. Hangtuah, Air Jamban, Kec. Mandau, Kabupaten Bengkalis, Riau",Buka 24 Jam,4.9,197.07 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 23:43:18
SPKLU PLN TRANSMART PADANG,"Jl. Khatib Sulaiman No.85, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25137",Buka 24 Jam,5.0,160.89 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 23:38:38
SPKLU PLN GH LAHAT,"Jalan Kol. H.Burlian  Kel.Bandar Jaya Kec.Lahat Kabupaten Lahat, Sumatera Selatan 31412",Buka 24 Jam,4.92,423.70 km,3/3 Konektor Tersedia,"('22 kW', '50 kW', '50 kW')","(1, 1, 1)",2025-05-14 23:55:27
SPKLU PLN ULP KENTEN,"Palembang, Suka Maju, Kec. Sako, Kota Palembang, Sumatera Selatan 30961",Buka 24 Jam,0.0,438.70 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:58:15
SPKLU SIDE WALK COFFEE,"Jl. Jendral Sudirman.279 Payolinyam, Kaning Bukik, Kota Payakumbuh, Sumatera Barat 26217",Buka 24 Jam,0.0,121.50 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:31:26
SPKLU PLN ULP RENGAT KOTA,"Jl. Laksamana Laut Yos Sudarso, Sekip Hulu, Kec. Rengat, Kabupaten Indragiri Hulu, Riau 29314",Buka 24 Jam,0.0,92.55 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:25:56
SPKLU KANTOR GUBERNUR SUMSEL,"Jl. Kapten A. Rivai No.3, Palembang, Sumatera Selatan",Buka 24 Jam,1.0,440.22 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 23:59:16
SPKLU PLN ULP AIR MOLEK,"Jl Sultan Ibrahim, Candirejo, Kec. Pasir Penyu, Kabupaten Indragiri Hulu, Riau",Buka 24 Jam,5.0,63.92 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 23:23:47
SPKLU MASJID RAYA NAYLUS SYAADAH,"Jl. Adinegoro Km. 12, Batang Kabung, Koto Tangah, Batang Kabung Ganting, Padang, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,5.0,161.09 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:39:19
SPKLU PLN ULP ARGAMAKMUR,"Jl. Jendral Sudirman, Kota  Argamakmur,  Kab.Bengkulu Utara, Prov. Bengkulu",Buka 24 Jam,1.0,337.87 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:50:27
SPKLU PLN UP3 MUARA BUNGO,"Jalan Sultan Thaha No. 771  Bungo Barat, Kec. Ps. Muara Bungo, Kabupaten Bungo, Jambi",Buka 24 Jam,5.0,126.03 km,3/3 Konektor Tersedia,"('7 kW', '120 kW', '120 kW')","(1, 1, 1)",2025-05-14 23:33:58
SPKLU PLN ULP PARIAMAN,"Pd. II, Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25513",Buka 24 Jam,5.0,179.32 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:41:18
SPKLU PLN KP RAO,"Jl. Kp. Jawa, Taruang Taruang, Kec. Rao, Kabupaten Pasaman, Sumatera Barat 26353",Buka 24 Jam,5.0,218.10 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:44:46
SPKLU KANTOR BUPATI PASAMAN,"Jl. Jend. Sudirman, Pauah, Kec. Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat 26318",Buka 24 Jam,0.0,183.43 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:42:10
SPKLU PLN ULP KOTA BARAT,"Jl. Dirgantara Timur No.59, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289",Buka 24 Jam,5.0,104.52 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:27:19
SPKLU PLN ZILA CAFE,"Jl. Padang - Alahan Panjang, Simpang Tj. Nan IV, Kec. Danau Kembar, Kabupaten Solok, Sumatera Barat 27383",Buka 24 Jam,5.0,128.53 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:34:14
SPKLU PLN KP SEI PAKNING,"Jl. Sungai Selari, Kec. Bukit Batu, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.0,202.84 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 23:43:44
SPKLU PLN ULP BALAI SELASA,"Jl. Lintas Barat Sumatera, Pelangai, Kec. Ranah Pesisir, Kabupaten Pesisir Selatan, Sumatera Barat 25661",Buka 24 Jam,5.0,180.84 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:41:34
SPKLU PLN ULP LUBUK SIKAPING,"Jl. Ratulangi 13, Pauah, Kec. Lubuk Sikaping, Kabupaten Pasaman, Sumatera Barat 26318",Buka 24 Jam,5.0,182.98 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:42:00
SPKLU PLN UID RIAU & KEPRI,"Labuh Baru Barat, Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,4.86,107.52 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 23:28:26
SPKLU TRANSMART PALEMBANG CITY CENTRE,"Jl. Radial, 26 Ilir, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan 30127",Buka 24 Jam,5.0,440.28 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:59:32
SPKLU SWISS-BELHOTEL JAMBI,"Jl. Prof. Dr Jl. Sumantri Brojonegoro No.1, Solok Sipin, Kecamatan Danau Sipin, Kota Jambi, Jambi 36121",Buka 24 Jam,4.33,247.19 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:46:38
SPKLU PLN ULP SIAK SRI INDRAPURA,"Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau",Buka 24 Jam,5.0,139.74 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 23:35:17
SPKLU MASJID AL IHSAN PANGKALAN,"Pangkalan, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,5.0,123.59 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:32:18
SPKLU PLN ULP BANGKINANG,"Jl. Langgini, Kec. Bangkinang, Kabupaten Kampar, Riau",Buka 24 Jam,5.0,113.92 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 23:29:43
SPKLU PLN ULP TARUTUNG,"Jl. Guru Mangaloksa No.113, Hutauruk, Kec. Tarutung, Kabupaten Tapanuli Utara, Sumatera Utara 22452",Buka 24 Jam,5.0,409.27 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:54:57
SPKLU PLN ULP PAYAKUMBUH,"Jl. Moh. Yamin, Padang Tiakar Hilir, Kec. Payakumbuh Timur, Kota Payakumbuh, Sumatera Barat 26212",Buka 24 Jam,4.67,121.18 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:30:50
SPKLU PLN ULP MUKOMUKO,"Jl. R.A. Kartini No.8, Pd. Batu, Kec. Kota Mukomuko, Kabupaten Mukomuko, Bengkulu",Buka 24 Jam,0.0,247.57 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:47:05
SPKLU PLN ULP MUARA AMAN,"Jalan Pangeran Zainal Abidin , Kab. Lebong, Bengkulu",Buka 24 Jam,0.0,303.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:49:35
SPKLU KAMPUS UNAND 2 PYK,"Jl. Rangkayo Rasuna Said, Kubu Gadang, Kec. Payakumbuh Utara, Kota Payakumbuh, Sumatera Barat 26218",Buka 24 Jam,5.0,121.57 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:31:52
SPKLU PLN ULP AEK KANOPAN,"Aek Kanopan Tim., Kec. Kualuh Hulu, Kabupaten Labuhanbatu Utara, Sumatera Utara 21273",Buka 24 Jam,5.0,402.22 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:54:12
SPKLU PLN ULP LUBUK LINGGAU,"Jl. Yos Sudarso No.5,  Kota Lubuk Linggau, Sumatera Selatan",Buka 24 Jam,5.0,342.12 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-14 23:51:31
SPKLU PLN ULP LIPAT KAIN,"Lipat Kain, Kec. Kampar Kiri, Kabupaten Kampar, Riau 28471",Buka 24 Jam,5.0,75.50 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:24:22
SPKLU PLN PANDAN VIEW,"Jln. Mandeh, Ampang Pulai, Koto XI Tarusan, Kabupaten Pesisir Selatan, Sumatera Barat 25654",Buka 24 Jam,5.0,167.78 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:40:43
SPKLU PLN BANDARA MINANG KABAU,"Jl. Katapiang, Kec. Batang Anai, Kabupaten Padang Pariaman, Sumatera Barat 25586 (P7)",Buka 24 Jam,5.0,164.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:40:27
SPKLU PLN ULP SUNGAI PENUH,"Jl. RE Martadinata No.1 Kota Sungai Penuh, Jambi",Buka 24 Jam,3.5,185.25 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:42:26
SPKLU PLN ULP LINTAU,"Nagari Tigojangko, Jl. Sitangkai-Balaitangah No.Km.3, Kec. Lintau Buo Utara, Kabupaten Tanah Datar, Sumatera Barat",Buka 24 Jam,5.0,104.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:27:44
SPKLU PLN ULP TELUK SEGARA,Jl. Prof Dr. Hazairin No. 8 Teluk Segara Bengkulu,Buka 24 Jam,5.0,377.47 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-14 23:52:59
SPKLU PLN UP3 DUMAI,"Jl. Jend. Sudirman No.185b, Bintan, Kota Dumai, Riau",Buka 24 Jam,4.85,233.04 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 23:45:37
SPKLU PLN ULP SEBERANG KOTA,"Komplek Perkantoran Kabupaten Muaro Jambi, Bukit Balin g, Sekernan, Kab. Muaro Jambi , Jambi 36381",Buka 24 Jam,0.0,230.67 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:45:11
SPKLU PLN ULP TEBING TINGGI,"Jl Sekip, Kupang, Kec. Tebing Tinggi, Kab. Empat Lawang, Sumatera Selatan",Buka 24 Jam,5.0,381.97 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:53:41
SPKLU TRANSMART PEKANBARU A,"Jl. Musyawarah No.11, Labuh Baru Tim., Kec. Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,0.0,107.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:28:16
SPKLU PLN ULP PRABUMULIH,"Jl. Diponegoro, Muara Dua, Kec. Prabumulih Timur,  Kota Prabumulih, Sumatera Selatan",Buka 24 Jam,5.0,435.49 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:57:23
SPKLU KOLAM RENANG KELOK SIKABU,"Kelok Sikabu, Koto Tuo, Kec. Iv Koto, Kabupaten Agam, Sumatera Barat 26161",Buka 24 Jam,0.0,153.44 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:36:50
SPKLU PLN KP BONJOL,"Jalan Trans Sumatera Bukittinggi - Padang Sidempuan No. 93, Ganggo Hilia, Bonjol, Ganggo Mudiak, Kec. Bonjol, Kabupaten Pasaman, Sumatera Barat 26381",Buka 24 Jam,0.0,172.64 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:40:53
SPKLU PLN ULP RANTAUPRAPAT KOTA,"Jl. Lintas Sumatra, Rantauprapat, Kec. Rantau Utara, Kab. Labuhanbatu, Sumatera Utara",Buka 24 Jam,4.59,349.83 km,3/3 Konektor Tersedia,"('22 kW', '60 kW', '60 kW')","(1, 1, 1)",2025-05-14 23:52:33
SPKLU Rest Area KM 36 B Bangkinang - Pekanbaru,"Jl. Tol Pekanbaru - Bangkinang KM 36 B, Muara Jalai, Kec. Bangkinang, Kabupaten Kampar, Riau 21184",Buka 24 Jam,1.0,118.20 km,0/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(0, 0, 0)",2025-05-14 23:29:59
SPKLU HOTEL SANTIKA LAHAT,"Jl. Lubuk Beringin No.138, Kel.Manggul, Kec. Lahat, Kabupaten Lahat, Sumatera Selatan",Buka 24 Jam,5.0,424.47 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:55:52
SPKLU MALL PELAYANAN PUBLIK JAMBI,"Jalan Paal Lima, Kota Baru, Kota Jambi",Buka 24 Jam,5.0,249.05 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:47:30
SPKLU PLN KTR WALI KOTA PADANG PANJANG,"Silaing Bawah, Kota Padang Panjang, Sumatera Barat",Buka 24 Jam,4.8,147.77 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 23:35:42
SPKLU SKAY WAY COFFEE,"Jl. Raya Bukittinggi - Payakumbuh No.233, Pakan Sinayan, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26224",Buka 24 Jam,5.0,121.43 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:31:16
SPKLU PLN UP3 BANGKINANG,"Jl. Bangkinang-Payakumbuh, Merangin, Kabupaten Kampar, Riau",Buka 24 Jam,5.0,119.67 km,2/2 Konektor Tersedia,"('50 kW', '50 kW')","(1, 1)",2025-05-14 23:30:24
SPKLU PLN KP RIMBO DATA,"Tanjuang Balik, Kec. Pangkalan Koto Baru, Kabupaten Lima Puluh Kota, Sumatera Barat 26272",Buka 24 Jam,0.0,124.86 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:32:59
SPKLU WISMA PLN BUKITTINGGI,"Jl. Ahmad Karim No.16, Benteng Ps. Atas, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26136",Buka 24 Jam,4.88,150.69 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:36:24
SPKLU PLN ULP SEKAYU,"Jl. Kopral Hanafiah, Serasan Jaya, Kec. Sekayu, Kabupaten Musi Banyuasin, Sumatera Selatan 30711",Buka 24 Jam,5.0,360.64 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:52:44
SPKLU LA PIT STOP CAR WASH,"Jl. Raya Padang - Bukittinggi, Lubuk Alung, Kec. Lubuk Alung, Kabupaten Padang Pariaman, Sumatera Barat 25582",Buka 24 Jam,5.0,161.40 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 23:39:45
SPKLU PLN UIP SBS,"Jl. Residen Abdul Rozak, Palembang, Sumatera Selatan",Buka 24 Jam,5.0,441.36 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 23:59:58
